"排名","代號","名稱","成交","漲跌價","漲跌幅","統計年數","股價目前落點","歷年股價平均","歷年股價高點平均","歷年股價低點平均","股價高低價差(倍)","平均EPS","平均PER","目前PER","平均最低PER","平均最高PER","PER目前落點","平均BPS","目前PBR","平均PBR","平均最低PBR","平均最高PBR","PBR目前落點"
"345",="6291","沛亨","105.5","-0.5","-0.47","10","高","84.12","132.6","46.23","2.87","3.01","28","14.9","15.4","44.1","破低","14.61","3.38","5.76","3.16","9.07","近低"
"346",="5603","陸海","26.6","0","0","10","近高","22.21","32.76","16.32","2.01","2.38","9.35","14.9","6.87","13.8","過高","16.95","1.44","1.31","0.96","1.93","低"
"347",="1707","葡萄王","148.5","-1","-0.67","10","破低","172.1","200.2","149.2","1.34","9.58","18","15","15.6","20.9","破低","57.34","2.2","3","2.6","3.49","破低"
"348",="5493","三聯","86.1","+2.2","+2.62","10","過高","48.9","60.53","39.36","1.54","4.04","12.1","15","9.74","15","近高","30.96","2.02","1.58","1.27","1.96","過高"
"349",="3303","岱稜","58.4","-0.5","-0.85","10","過高","27.8","35.73","21.99","1.62","2.33","12","15","9.45","15.4","近高","20.24","2.44","1.37","1.09","1.77","過高"
"350",="1535","中宇","60.8","-0.8","-1.3","10","過高","46.29","58.56","38.02","1.54","3.06","15.1","15","12.4","19.2","低","27.14","2.01","1.71","1.4","2.16","近高"
"351",="6184","大豐電","53.2","+0.8","+1.53","10","過高","45.21","49.39","42.18","1.17","2.99","15.1","15","14.1","16.5","近低","29.12","1.75","1.55","1.45","1.7","過高"
"352",="6284","佳邦","82.6","-0.9","-1.08","10","過高","54.7","78.7","40.58","1.94","3.14","17.4","15","12.9","25.1","近低","37.74","1.66","1.45","1.08","2.08","高"
"353",="9931","欣高","34.55","+0.05","+0.14","10","近低","37.25","41.6","34.55","1.2","1.75","21.3","15","19.8","23.8","破低","20.16","1.44","1.85","1.71","2.06","破低"
"354",="3617","碩天","311","-4","-1.27","10","過高","141","203","95.31","2.13","8.81","16","15","10.8","23.1","低","60.41","3.25","2.33","1.58","3.36","近高"
"355",="2357","華碩","682","-16","-2.29","10","過高","330.1","415.6","256.9","1.62","26.96","12.2","15","9.53","15.4","近高","274","1.9","1.2","0.94","1.52","過高"
"356",="4770","上品","320","-13","-3.9","4","近低","323.9","408.7","268.8","1.52","16.58","19.5","15.1","16.2","24.7","破低","81.7","3.22","3.96","3.29","5","破低"
"357",="6523","達爾膚","150","+0.5","+0.33","9","近高","111.8","156.2","86.84","1.8","7.3","15.3","15.1","11.9","21.4","低","37.44","4.39","2.99","2.32","4.17","過高"
"358",="2528","皇普","49.15","+0.85","+1.76","10","過高","25.86","33.58","19.26","1.74","1.01","25.6","15.1","19.1","33.2","破低","13.59","2.86","1.9","1.42","2.47","過高"
"359",="2727","王品","236","+1","+0.43","10","過高","168.7","222.3","120.6","1.84","6.25","27","15.1","19.3","35.5","破低","45.56","4.56","3.7","2.65","4.88","近高"
"360",="1726","永記","77.4","+0.1","+0.13","10","近高","74.59","78.74","69.35","1.14","5.12","14.6","15.1","13.6","15.4","近高","55.37","1.26","1.35","1.25","1.42","近低"
"361",="1582","信錦","103.5","-1.5","-1.43","10","過高","74.7","92.76","60.27","1.54","5.12","14.6","15.1","11.8","18.1","近高","44.01","2.01","1.7","1.37","2.11","近高"
"362",="2317","鴻海","174","-6.5","-3.6","10","過高","109.1","133","86.21","1.54","9.1","12","15.1","9.48","14.6","過高","91.17","1.51","1.2","0.95","1.46","過高"
"363",="1341","富林-KY","71","-1","-1.39","7","近高","65.99","74.34","59.06","1.26","5.86","11.3","15.1","10.1","12.7","過高","24.63","2.79","2.68","2.4","3.02","近高"
"364",="2414","精技","37.7","-0.15","-0.4","10","過高","28.9","34.11","24.89","1.37","2.34","12.4","15.1","10.6","14.6","過高","17.52","2.03","1.65","1.42","1.95","過高"
"365",="3264","欣銓","72.1","+0.1","+0.14","10","過高","46.84","61.76","34.64","1.78","4.66","10","15.1","7.43","13.2","過高","30.98","1.91","1.51","1.12","1.99","近高"
"366",="4102","永日","30.9","+0.15","+0.49","10","近高","25.65","35.8","19.92","1.8","0.52","49.5","15.1","38.4","69.1","破低","12.66","1.96","2.03","1.57","2.83","低"
"367",="2751","王座","68.5","+0.3","+0.44","1","近低","68.87","80.9","65","1.24","-0.31","-222","15.2","-209","-261","","11.38","3.1","6.05","5.71","7.11","破低"
"368",="8390","金益鼎","65.1","-1.4","-2.11","10","過高","35.14","48.83","26.64","1.83","2.59","13.6","15.2","10.3","18.9","近高","23.09","1.99","1.52","1.15","2.11","近高"
"369",="8938","明安","78.4","+1.3","+1.69","10","近高","63.44","81.3","49.5","1.64","6.73","9.42","15.2","7.35","12.1","過高","40.52","1.61","1.57","1.22","2.01","低"
"370",="9930","中聯資源","70.9","+0.7","+1","10","過高","52.93","59.1","47.03","1.26","3.44","15.4","15.2","13.7","17.2","近低","22.88","2.75","2.31","2.06","2.58","過高"
"371",="6216","居易","37.3","+0.1","+0.27","10","近高","30.42","37.64","25.56","1.47","1.87","16.2","15.2","13.7","20.1","近低","17.95","1.93","1.7","1.42","2.1","近高"
"372",="3287","廣寰科","31.95","-0.25","-0.78","10","過高","19.55","31.73","13.35","2.38","0.44","43.9","15.3","30","71.3","破低","10.62","2.39","1.84","1.26","2.99","高"
"373",="6139","亞翔","274","-3.5","-1.26","10","過高","73.41","119.6","50.03","2.39","4.37","16.8","15.3","11.4","27.4","低","37.59","4.81","1.95","1.33","3.18","過高"
"374",="6175","立敦","43.9","-0.1","-0.23","10","近高","33.04","45.38","24.41","1.86","2.26","14.6","15.3","10.8","20.1","低","18.49","1.74","1.79","1.32","2.45","低"
"375",="8358","金居","56.1","-2.1","-3.61","10","近高","52.73","68.73","38.27","1.8","3.3","16","15.4","11.6","20.8","低","22.57","2.17","2.34","1.7","3.05","低"
"376",="1565","精華","191.5","-1.5","-0.78","10","破低","354.1","470.6","276.2","1.7","21.52","16.5","15.4","12.8","21.9","近低","115.1","1.53","3.08","2.4","4.09","破低"
"377",="4915","致伸","86.3","+0.2","+0.23","10","過高","61.92","80.23","48.36","1.66","5.16","12","15.4","9.37","15.5","近高","33.33","2.03","1.86","1.45","2.41","近高"
"378",="8109","博大","96","+0.5","+0.52","10","近高","81.09","96.11","71.33","1.35","6.45","12.6","15.4","11.1","14.9","過高","27.38","2.68","2.96","2.61","3.51","近低"
"379",="1615","大山","59.7","-0.2","-0.33","10","過高","34.17","44.08","26.09","1.69","2.54","13.5","15.4","10.3","17.4","近高","16.6","3.26","2.06","1.57","2.66","過高"
"380",="3014","聯陽","155.5","-2","-1.27","10","過高","90.61","119.7","63.11","1.9","7.42","12.2","15.4","8.5","16.1","近高","33.66","3.84","2.69","1.88","3.56","過高"
"381",="5287","數字","187","-1","-0.53","10","破低","219.2","256.2","192","1.33","13.38","16.4","15.5","14.4","19.1","近低","40.59","5.29","5.4","4.73","6.31","近低"
"382",="3567","逸昌","32.4","-0.1","-0.31","10","近高","30.84","39.94","23.46","1.7","2.51","12.3","15.5","9.34","15.9","近高","16.66","1.87","1.85","1.41","2.4","低"
"383",="5283","禾聯碩","102.5","0","0","6","近低","109.9","125.8","99.75","1.26","10.31","10.7","15.5","9.68","12.2","過高","51.11","1.74","2.15","1.95","2.46","破低"
"384",="2103","台橡","21.9","+0.1","+0.46","10","近低","26.91","33.51","21.64","1.55","1.61","16.7","15.5","13.4","20.8","近低","20.35","0.88","1.32","1.06","1.65","破低"
"385",="2433","互盛電","50.4","0","0","10","近高","49.41","53.36","45.07","1.18","3.74","13.2","15.6","12.1","14.3","過高","27.84","2","1.77","1.62","1.92","過高"
"386",="3036","文曄","110","-4","-3.51","10","過高","73.16","108.7","53.99","2.01","6.27","11.7","15.6","8.61","17.3","近高","52.08","1.49","1.4","1.04","2.09","低"
"387",="3217","優群","160","-3","-1.84","10","過高","98.05","135.4","67.14","2.02","5.94","16.5","15.6","11.3","22.8","低","35.55","3.2","2.76","1.89","3.81","近高"
"388",="6753","龍德造船","115.5","0","0","2","低","110","165.8","77","2.15","3.53","31.2","15.6","21.8","46.9","破低","22.84","3.68","4.82","3.37","7.26","近低"
"389",="9905","大華","23.85","+0.1","+0.42","10","近低","24.71","27.05","22.49","1.2","1.72","14.4","15.6","13.1","15.8","近高","23.8","0.92","1.04","0.94","1.14","破低"
"390",="8182","加高","33.7","0","0","10","近高","30.53","40.55","23.35","1.74","2.06","14.8","15.6","11.4","19.7","高","29.57","0.96","1.03","0.79","1.37","低"
"391",="6574","霈方","54","0","0","8","近低","61.1","73.59","52.51","1.4","3.32","18.4","15.6","15.8","22.2","破低","28.52","1.84","2.14","1.84","2.58","近低"
"392",="8410","森田","76.2","+0.8","+1.06","10","過高","42.86","60.93","32.3","1.89","2.75","15.6","15.6","11.7","22.1","低","40.65","1.58","1.05","0.79","1.5","過高"
"393",="3025","星通","68.6","-0.1","-0.15","10","過高","30.87","46.35","20.33","2.28","0.95","32.5","15.6","21.4","48.9","破低","11.93","4.75","2.59","1.7","3.88","過高"
"394",="8435","鉅邁","75.7","-0.4","-0.53","10","過高","57.86","63.02","52.66","1.2","3.76","15.4","15.6","14","16.8","近高","23.83","3.05","2.43","2.21","2.64","過高"
"395",="1215","卜蜂","102.5","+2.8","+2.81","10","過高","77.62","88.89","65.65","1.35","5.84","13.3","15.6","11.2","15.2","過高","30.95","2.83","2.51","2.12","2.87","近高"
"396",="5704","老爺知","34.8","+0.35","+1.02","10","低","36.23","49.51","28.66","1.73","1.7","21.3","15.7","16.8","29.1","破低","13.21","2.4","2.74","2.17","3.75","近低"
"397",="2404","漢唐","434.5","-0.5","-0.11","10","過高","194.3","252","145.9","1.73","15.77","12.3","15.7","9.25","16","近高","47.13","6.45","4.12","3.1","5.35","過高"
"398",="8103","瀚荃","49.95","-0.55","-1.09","10","近高","37.44","51.22","28.43","1.8","3.07","12.2","15.7","9.28","16.7","近高","34.52","1.19","1.08","0.82","1.48","近高"
"399",="6292","迅德","60.9","+5.5","+9.93","10","過高","44.06","56.42","36.43","1.55","3.98","11.1","15.7","9.14","14.2","過高","23.38","2.27","1.88","1.56","2.41","近高"
"400",="6266","泰詠","33.05","0","0","10","近高","26.23","34.98","20.34","1.72","2.19","12","15.7","9.28","16","近高","16.63","2","1.58","1.22","2.1","近高"
"401",="9908","大台北","30.85","+0.05","+0.16","10","近高","30.79","32.62","28.68","1.14","1.7","18.1","15.7","16.9","19.2","破低","23.3","1.12","1.32","1.23","1.4","破低"
"402",="6761","穩得","101","-3.5","-3.35","4","低","99.76","133.1","77","1.73","5.77","17.3","15.8","13.4","23.1","近低","38.2","2.28","2.61","2.02","3.49","近低"
"403",="3021","鴻名","24.95","-0.15","-0.6","10","近高","19.56","26.95","15.88","1.7","1.35","14.5","15.8","11.8","20","低","13.86","1.4","1.41","1.15","1.94","低"
"404",="2885","元大金","36.65","-0.3","-0.81","10","過高","22.2","25.55","18.6","1.37","1.91","11.7","15.8","9.76","13.4","過高","20.43","1.52","1.09","0.91","1.25","過高"
"405",="6176","瑞儀","198.5","+1","+0.51","10","過高","115.2","138","87.75","1.57","12.11","9.52","15.8","7.25","11.4","過高","67.66","2.62","1.7","1.3","2.04","過高"
"406",="3402","漢科","103","0","0","10","過高","48.72","63.06","37.09","1.7","3.8","12.8","15.8","9.76","16.6","近高","21.58","3.88","2.26","1.72","2.92","過高"
"407",="6257","矽格","76.3","-1","-1.29","10","過高","51.11","62.32","41.6","1.5","4.8","10.6","15.8","8.67","13","過高","33.58","1.9","1.52","1.24","1.86","過高"
"408",="2820","華票","15.2","0","0","10","近高","15.03","16.13","13.71","1.18","1.04","14.5","15.8","13.2","15.6","過高","18.05","0.8","0.83","0.76","0.89","近低"
"409",="8416","實威","168","-1.5","-0.88","10","過高","126.6","152.9","109.7","1.39","9.99","12.7","15.9","11","15.3","過高","42.34","3.4","2.99","2.59","3.61","近高"
"410",="8438","昶昕","34.75","-0.1","-0.29","3","高","31.66","44.68","24.32","1.84","1.25","25.3","15.9","19.4","35.7","破低","21.47","1.35","1.47","1.13","2.08","近低"
"411",="4771","望隼","194","-1","-0.51","1","低","251.7","384.5","161","2.39","6.18","40.7","15.9","26","62.2","破低","32.11","3.34","7.84","5.01","12","破低"
"412",="3430","奇鈦科","64","-1.6","-2.44","3","高","53.35","81.87","44.07","1.86","3.56","15","16","12.4","23","低","22.95","2","2.32","1.92","3.57","近低"
"413",="2211","長榮鋼","95.5","+0.6","+0.63","4","近高","85.04","116.1","64.25","1.81","5.35","15.9","16","12","21.7","低","51.41","1.53","1.65","1.25","2.26","低"
"414",="8424","惠普","71.3","+1","+1.42","10","過高","59.86","66.25","53.84","1.23","4.52","13.3","16","11.9","14.7","過高","29.08","2.4","2.06","1.85","2.28","過高"
"415",="2451","創見","89.4","-0.8","-0.89","10","近高","77.89","96.48","66.53","1.45","5.11","15.2","16","13","18.9","近高","45.68","1.99","1.71","1.46","2.11","近高"
"416",="6525","捷敏-KY","72","-0.3","-0.41","9","低","72.24","89.56","57.46","1.56","5.83","12.4","16","9.86","15.4","過高","30.69","2.16","2.35","1.87","2.92","近低"
"417",="2420","新巨","65.6","+0.6","+0.92","10","過高","43.29","51.34","35.53","1.44","3.59","12.1","16","9.91","14.3","過高","21.69","2.67","2","1.64","2.37","過高"
"418",="6846","綠茵","79.4","-0.2","-0.25","2","近低","78.92","89.13","71","1.26","5.43","14.5","16.1","13.1","16.4","近高","26.85","2.67","2.94","2.64","3.32","近低"
"419",="4126","太醫","91.3","+0.4","+0.44","10","近高","78.84","91.86","68.47","1.34","5.03","15.7","16.1","13.6","18.3","近高","36.6","2.35","2.15","1.87","2.51","近高"
"420",="2892","第一金","27.65","-0.2","-0.72","10","過高","24.04","26.4","21.78","1.21","1.5","16","16.1","14.5","17.6","近低","17.18","1.46","1.4","1.27","1.54","近高"
"421",="6186","新潤","64","-0.5","-0.78","10","過高","40.73","57.37","30.68","1.87","2.74","14.9","16.1","11.2","20.9","高","19.91","3.38","2.05","1.54","2.88","過高"
"422",="3130","一零四","227.5","-0.5","-0.22","10","過高","184.7","202.6","168.3","1.2","11.57","16","16.1","14.5","17.5","近高","47.84","4.48","3.86","3.52","4.23","過高"
"423",="6672","騰輝電子-KY","82.4","-1.7","-2.02","6","低","88.69","121.1","64.45","1.88","6.96","12.7","16.1","9.26","17.4","近高","39.5","1.74","2.25","1.63","3.07","近低"
"424",="3022","威強電","108.5","+2","+1.88","10","過高","56.15","72.57","45.21","1.61","5.07","11.1","16.1","8.91","14.3","過高","38.75","1.83","1.45","1.17","1.87","近高"
"425",="5388","中磊","135.5","+0.5","+0.37","10","過高","88.8","112.4","69.74","1.61","6.18","14.4","16.1","11.3","18.2","近高","39.65","2.56","2.24","1.76","2.84","近高"
"426",="6923","中台","77.6","-1.2","-1.52","1","破低","86.92","97.5","79.8","1.22","2.54","34.3","16.1","31.5","38.4","破低","21.02","2.68","4.14","3.8","4.64","破低"
"427",="6590","普鴻","81.4","+3.5","+4.49","7","近高","66.01","86.94","51.47","1.69","4.42","14.9","16.2","11.6","19.7","近高","24.88","2.78","2.65","2.07","3.49","高"
"428",="8383","千附","46.05","-0.15","-0.32","10","近高","40.95","49.1","34.59","1.42","2.67","15.3","16.2","12.9","18.4","近高","29.42","1.47","1.39","1.18","1.67","近高"
"429",="4995","晶達","73.2","-1.3","-1.74","10","過高","44.83","56.73","35.66","1.59","3.54","12.7","16.2","10.1","16","過高","21.2","3.07","2.11","1.68","2.68","過高"
"430",="5299","杰力","96","-1.3","-1.34","7","近低","126.3","168","91.47","1.84","8.64","14.6","16.2","10.6","19.5","近高","47.8","1.51","2.64","1.91","3.51","破低"
"431",="6951","青新-創","70.2","-0.3","-0.43","1","近高","62.22","79.5","47.3","1.68","3.69","16.9","16.2","12.8","21.6","低","19.79","3.2","3.14","2.39","4.02","低"
"432",="2640","大車隊","135","-1","-0.74","10","過高","89.14","107.5","74.56","1.44","5.31","16.8","16.2","14","20.2","近低","28.69","4.16","3.11","2.6","3.75","過高"
"433",="6904","伯鑫","154","-3","-1.91","2","近低","163.8","221.3","138.7","1.6","9.3","17.6","16.2","14.9","23.8","近低","45.45","2.76","3.6","3.05","4.87","破低"
"434",="2393","億光","82.6","-0.5","-0.6","10","過高","47.11","60.33","35.19","1.71","3.09","15.3","16.2","11.4","19.5","近高","40.41","1.88","1.17","0.87","1.49","過高"
"435",="3008","大立光","2700","-65","-2.35","10","近低","2983","3884","2268","1.71","172","17.3","16.2","13.2","22.6","低","1082","2.07","2.76","2.1","3.59","破低"
"436",="4532","瑞智","28.9","+0.3","+1.05","10","過高","22.73","28.09","18.53","1.52","1.59","14.3","16.2","11.7","17.7","近高","17.63","1.41","1.29","1.05","1.59","近高"
"437",="2115","六暉-KY","30.2","-0.25","-0.82","10","破低","37.43","45.3","31.74","1.43","3.28","11.4","16.2","9.69","13.8","過高","29.14","0.97","1.28","1.09","1.55","破低"
"438",="4207","環泰","17.05","+0.05","+0.29","10","過高","13.99","16.98","11.94","1.42","1.06","13.2","16.2","11.3","16","過高","12.43","1.25","1.13","0.96","1.37","近高"
"439",="8034","榮群","19.5","-0.1","-0.51","10","高","16.85","26.47","12.36","2.14","0.89","19","16.2","13.9","29.8","近低","10.32","1.72","1.63","1.2","2.57","低"
"440",="1525","江申","60","-0.6","-0.99","10","近低","70.96","93.44","55.16","1.69","5","14.2","16.3","11","18.7","近高","58.77","0.89","1.21","0.94","1.59","破低"
"441",="8916","光隆","59.2","-0.4","-0.67","10","過高","49.36","56.81","43.76","1.3","4","12.3","16.3","10.9","14.2","過高","33.99","1.56","1.45","1.29","1.67","近高"
"442",="2608","嘉里大榮","38.6","+0.2","+0.52","10","近低","40.53","50.17","35.39","1.42","2.96","13.7","16.3","12","17","近高","22.14","1.5","1.83","1.6","2.27","破低"
"443",="3051","力特","30.15","-0.05","-0.17","10","過高","12.86","23.05","9.08","2.54","0.75","17.1","16.3","12.1","30.7","低","7.55","2.01","1.7","1.2","3.05","低"
"444",="3034","聯詠","545","-5","-0.91","10","過高","348.4","456","260.2","1.75","32.17","10.8","16.3","8.09","14.2","過高","89.59","4.88","3.89","2.9","5.09","近高"
"445",="4707","磐亞","14.35","+0.05","+0.35","10","近高","12.3","14.56","10.78","1.35","0.96","12.8","16.3","11.3","15.2","過高","16.8","0.92","0.73","0.64","0.87","過高"
"446",="3426","台興","50.5","+0.1","+0.2","9","近高","43.39","50.86","37.08","1.37","2.82","15.4","16.3","13.1","18","近高","25.48","1.83","1.7","1.46","2","近高"
"447",="6208","日揚","50.2","-0.3","-0.59","10","近高","41.71","53.3","33.48","1.59","2.81","14.9","16.4","11.9","19","近高","21.24","1.61","1.96","1.58","2.51","近低"
"448",="2493","揚博","96.6","-0.4","-0.41","10","過高","48.96","60.78","38.19","1.59","3.68","13.3","16.4","10.4","16.5","近高","22.14","3.72","2.21","1.72","2.74","過高"
"449",="6146","耕興","208","+1","+0.48","10","低","213.4","262.1","173","1.51","11.4","18.7","16.4","15.2","23","近低","47.08","3.74","4.53","3.68","5.57","近低"
"450",="8150","南茂","32.05","-0.3","-0.93","10","近低","36.26","46.12","27.47","1.68","3.4","10.7","16.4","8.07","13.5","過高","30.48","0.93","1.19","0.9","1.51","近低"
"451",="2903","遠百","24.2","-0.15","-0.62","10","近高","22.37","26.12","18.98","1.38","1.29","17.4","16.5","14.7","20.3","近低","21.78","1.08","1.03","0.87","1.2","近高"
