"排名","代號","名稱","成交","漲跌價","漲跌幅","統計年數","股價目前落點","歷年股價平均","歷年股價高點平均","歷年股價低點平均","股價高低價差(倍)","平均EPS","平均PER","目前PER","平均最低PER","平均最高PER","PER目前落點","平均BPS","目前PBR","平均PBR","平均最低PBR","平均最高PBR","PBR目前落點"
"1",="4420","光明","57.9","+0.3","+0.52","10","過高","34.43","46.55","28.95","1.61","9.62","3.58","1.22","3.01","4.84","破低","34.87","1.59","0.99","0.83","1.33","過高"
"2",="1445","大宇","17.1","-0.3","-1.72","10","近高","13.85","17.37","11.2","1.55","1.32","10.5","2.28","8.48","13.1","破低","14.23","0.95","0.97","0.79","1.22","低"
"3",="2718","全心投控","81.2","-2.7","-3.22","10","過高","48.08","66.61","31.32","2.13","10.1","4.76","2.32","3.1","6.59","破低","31","1.38","1.55","1.01","2.15","低"
"4",="2603","長榮","216","-3.5","-1.59","10","過高","73.75","120.4","43.69","2.76","20.07","3.68","4.14","2.18","6","高","68.08","0.86","1.08","0.64","1.77","低"
"5",="1446","宏和","43.8","-0.6","-1.35","10","過高","32.52","40.86","25.46","1.6","0.05","596","4.36","467","749","破低","11.4","2.26","2.85","2.23","3.59","近低"
"6",="5356","協益","30.9","-0.05","-0.16","10","低","30.81","38.34","25.07","1.53","2.51","12.3","4.48","9.99","15.3","破低","42.86","0.69","0.72","0.58","0.89","近低"
"7",="5278","尚凡*","35.8","0","0","10","破低","176.4","239.4","100.1","2.39","10.97","16.1","4.74","9.12","21.8","破低","21.96","1.97","8.03","4.56","10.9","破低"
"8",="2506","太設","11.7","0","0","10","近高","10.49","12.52","9.47","1.32","0.37","28.5","4.94","25.7","34","破低","18.83","0.53","0.56","0.5","0.66","近低"
"9",="2609","陽明","72.9","-1.2","-1.62","10","近高","53.04","90.2","29.44","3.06","17.47","3.04","5.06","1.69","5.16","近高","49.29","0.79","1.08","0.6","1.83","低"
"10",="5864","致和證","16","-0.1","-0.62","7","低","15.81","24.44","11.05","2.21","1.51","10.5","5.06","7.33","16.2","破低","16.64","0.86","0.95","0.66","1.47","低"
"11",="4109","加捷生醫","21.2","-0.6","-2.75","10","近高","17.59","23.5","13.32","1.76","0.05","383","5.3","290","512","破低","10.44","1.54","1.68","1.28","2.25","低"
"12",="2514","龍邦","20.95","+0.3","+1.45","10","過高","17.01","20.64","14.57","1.42","1.73","9.86","5.43","8.44","12","破低","24.67","0.63","0.69","0.59","0.84","近低"
"13",="2520","冠德","55.1","-1.4","-2.48","10","過高","33.62","42.96","25.66","1.67","4.02","8.36","5.48","6.38","10.7","破低","30.35","1.27","1.11","0.85","1.42","近高"
"14",="6180","橘子","79.5","+1.5","+1.92","10","近高","66.32","84.4","52.95","1.59","4.87","13.6","6.16","10.9","17.3","破低","27.5","1.98","2.41","1.93","3.07","近低"
"15",="1457","宜進","20.45","+0.05","+0.25","10","過高","16.46","19.86","14.23","1.4","2.26","7.29","6.41","6.3","8.79","近低","20.37","0.88","0.81","0.7","0.97","近高"
"16",="7715","裕山","49.4","-0.2","-0.4","1","低","58.54","72.3","41.05","1.76","3.29","17.8","6.52","12.5","22","破低","23.74","1.95","2.47","1.73","3.05","近低"
"17",="5202","力新","25.35","-0.7","-2.69","10","近高","18.8","25.76","14.16","1.82","0.51","36.5","6.67","27.5","50.1","破低","11.67","1.75","1.61","1.21","2.21","高"
"18",="2316","楠梓電","48.3","-0.8","-1.63","10","過高","30.55","42.03","22.62","1.86","3.06","9.97","6.8","7.38","13.7","破低","38.76","0.91","0.79","0.58","1.08","近高"
"19",="2020","美亞","31","0","0","10","過高","23.56","30.38","18.62","1.63","2.27","10.4","6.98","8.19","13.4","破低","14.95","1.84","1.58","1.25","2.03","近高"
"20",="1436","華友聯","141","-5.5","-3.75","10","過高","68","93.28","51.25","1.82","8.61","7.9","7.07","5.95","10.8","近低","36.17","2.95","1.88","1.42","2.58","過高"
"21",="2545","皇翔","73.1","-1.1","-1.48","10","過高","41.36","52.76","32.6","1.62","3.86","10.7","7.28","8.44","13.7","破低","34.63","1.81","1.19","0.94","1.52","過高"
"22",="1532","勤美","32.3","0","0","10","近低","33.74","42.4","27.54","1.54","2.43","13.9","7.34","11.3","17.4","破低","32.95","0.86","1.02","0.84","1.29","近低"
"23",="4198","欣大健康","32.5","+1.2","+3.83","10","過高","16.13","26.1","9.72","2.68","-2.46","-6.55","7.4","-3.95","-10.6","","4.8","3.03","3.36","2.02","5.43","低"
"24",="2816","旺旺保","33.7","-0.5","-1.46","10","過高","22.1","28.37","18.07","1.57","1.84","12","7.56","9.8","15.4","破低","24.18","1.09","0.91","0.75","1.17","近高"
"25",="2615","萬海","84","-1.5","-1.75","10","高","69.21","124.2","36.28","3.42","12.89","5.37","7.66","2.82","9.64","高","46.59","0.98","1.49","0.78","2.67","低"
"26",="2611","志信","23.2","-0.05","-0.22","10","過高","14.84","23.08","10.17","2.27","0.41","36.2","7.86","24.8","56.3","破低","14.81","1.45","1","0.69","1.56","近高"
"27",="6212","理銘","60.8","-0.9","-1.46","10","近高","51.57","67.54","42.21","1.6","3.6","14.3","7.92","11.7","18.8","破低","24.56","1.9","2.1","1.72","2.75","近低"
"28",="2739","寒舍","51.8","-0.2","-0.38","9","過高","36.74","51.22","28.56","1.79","-0.63","-58.5","8.03","-45.5","-81.6","","12.48","3.14","2.94","2.29","4.1","低"
"29",="3188","鑫龍騰","31.25","-0.95","-2.95","10","過高","18.85","27.83","13.31","2.09","1.17","16.1","8.03","11.4","23.8","破低","12.59","2.12","1.5","1.06","2.21","近高"
"30",="5519","隆大","34.15","-0.35","-1.01","10","過高","22.77","30.17","17.71","1.7","2.8","8.12","8.05","6.32","10.8","低","21.03","1.4","1.08","0.84","1.43","近高"
"31",="3260","威剛","85.7","-1","-1.15","10","近高","75.75","102.7","54.78","1.87","4.83","15.7","8.08","11.4","21.3","破低","42.57","1.58","1.78","1.29","2.41","低"
"32",="2851","中再保","27.05","-0.25","-0.92","10","近高","22.17","27.69","17.94","1.54","2.02","11","8.15","8.88","13.7","破低","22.1","1.06","1","0.81","1.25","近高"
"33",="9904","寶成","38.4","-0.3","-0.78","10","近高","34.07","40.31","28.72","1.4","3.78","9.02","8.19","7.6","10.7","近低","37.91","0.8","0.9","0.76","1.06","近低"
"34",="2731","雄獅","136","+1","+0.74","10","近高","110.1","144.1","85.35","1.69","1.8","61.2","8.38","47.4","80.1","破低","27.47","3.35","4.01","3.11","5.24","近低"
"35",="6171","大城地產","43.3","+0.05","+0.12","10","過高","25.16","32.73","18.93","1.73","2.38","10.6","8.54","7.96","13.8","近低","17.12","2.09","1.47","1.11","1.91","過高"
"36",="5511","德昌","65.1","-0.3","-0.46","10","過高","39.36","48.53","30.89","1.57","5.08","7.75","8.55","6.08","9.56","近高","38.49","1.25","1.02","0.8","1.26","近高"
"37",="1442","名軒","85.5","-0.1","-0.12","10","過高","30.04","40.02","22.85","1.75","1.88","16","8.67","12.2","21.3","破低","17.35","3.88","1.73","1.32","2.31","過高"
"38",="2618","長榮航","43","-0.05","-0.12","10","過高","24.5","32.3","19.47","1.66","1.54","15.9","8.7","12.6","20.9","破低","16.05","1.99","1.53","1.21","2.01","近高"
"39",="6108","競國","16.8","-0.1","-0.59","10","破低","21.24","26.23","17.41","1.51","1.15","18.5","8.7","15.2","22.9","破低","22.75","0.69","0.93","0.77","1.15","破低"
"40",="4967","十銓","89.1","+1.1","+1.25","6","近高","63.19","101.6","42.61","2.39","1.16","54.7","8.73","36.9","87.9","破低","22.87","1.88","2.76","1.86","4.44","近低"
"41",="8426","紅木-KY","43","-0.4","-0.92","10","近高","33.96","51.23","22.55","2.27","1.77","19.2","8.79","12.7","28.9","破低","17.97","1.83","1.89","1.25","2.85","低"
"42",="2031","新光鋼","52.4","+0.1","+0.19","10","近高","43.63","61.87","32.2","1.92","3.48","12.5","8.99","9.26","17.8","破低","27.05","1.39","1.61","1.19","2.29","近低"
"43",="2852","第一保","27.2","-0.75","-2.68","10","過高","15.97","18.05","13.85","1.3","1.63","9.82","9.04","8.52","11.1","近低","22.89","0.94","0.7","0.61","0.79","過高"
"44",="4907","富宇","72.2","+0.2","+0.28","10","過高","33.67","50.13","23.89","2.1","1.89","17.8","9.12","12.7","26.6","破低","15.26","3.41","2.21","1.57","3.29","過高"
"45",="1323","永裕","25.1","+0.05","+0.2","10","破低","32.76","36.15","28.79","1.26","2.52","13","9.13","11.4","14.4","破低","24.12","0.87","1.36","1.19","1.5","破低"
"46",="2915","潤泰全","69.3","0","0","10","低","69.45","90.79","54.04","1.68","13.41","5.18","9.17","4.03","6.77","過高","91.19","0.69","0.76","0.59","1","近低"
"47",="2855","統一證","27.9","0","0","10","過高","18.71","22.74","14.51","1.57","1.94","9.65","9.3","7.48","11.7","低","21.13","1.15","0.89","0.69","1.08","過高"
"48",="6026","福邦證","13.2","-0.1","-0.75","9","低","12.92","17.14","9.74","1.76","1.37","9.42","9.36","7.1","12.5","低","13.61","0.93","0.95","0.72","1.26","低"
"49",="3512","皇龍","31","-0.7","-2.21","10","近低","32.65","41.98","26.95","1.56","2.69","12.2","9.37","10","15.6","破低","18.4","1.46","1.77","1.46","2.28","破低"
"50",="2323","中環","10.05","-0.15","-1.47","10","近高","8.46","12.07","6.43","1.88","-0.07","-127","9.39","-96.4","-181","","14.12","0.6","0.6","0.46","0.85","低"
"51",="4113","聯上","30.05","+0.05","+0.17","10","過高","18.94","27.84","13.6","2.05","-0.06","-321","9.42","-231","-472","","16.34","1.56","1.16","0.83","1.7","近高"
"52",="5871","中租-KY","126","+0.5","+0.4","10","近低","164.5","205","118.3","1.73","13.46","12.2","9.47","8.79","15.2","近低","73.36","1.33","2.24","1.61","2.8","破低"
"53",="3211","順達","175","-6.5","-3.58","10","過高","79.17","121.8","63.57","1.92","7.63","10.4","9.5","8.33","16","近低","53.3","2.56","1.49","1.19","2.28","過高"
"54",="6248","沛波","29.2","-0.25","-0.85","10","近高","26.29","33.63","21.68","1.55","2.82","9.33","9.51","7.69","11.9","低","19.16","1.22","1.37","1.13","1.76","近低"
"55",="2204","中華","79.4","-0.2","-0.25","10","過高","53.3","71.05","37.11","1.91","2.09","25.5","9.52","17.8","34.1","破低","53.1","1.21","1","0.7","1.34","近高"
"56",="5508","永信建","153","+0.5","+0.33","10","過高","74.04","109.4","46.97","2.33","8.23","9","9.54","5.71","13.3","高","27.52","4.07","2.69","1.71","3.97","過高"
"57",="2348","海悅","187","-4","-2.09","10","過高","93.52","153.2","60.16","2.55","9.91","9.44","9.6","6.07","15.5","低","33.36","4.05","2.8","1.8","4.59","近高"
"58",="5009","榮剛","48.25","+0.1","+0.21","10","過高","31.74","39.97","25.15","1.59","2.23","14.3","9.63","11.3","17.9","破低","22.07","1.54","1.44","1.14","1.81","近高"
"59",="1808","潤隆","37.5","-0.3","-0.79","10","破低","70.16","92","47.74","1.93","5.85","12","9.69","8.15","15.7","近低","19.8","1.14","3.54","2.41","4.65","破低"
"60",="2832","台產","29.95","-0.1","-0.33","10","過高","22.01","24.23","20.1","1.21","1.93","11.4","9.72","10.4","12.6","破低","26.44","0.89","0.83","0.76","0.92","近高"
"61",="2850","新產","100.5","+0.5","+0.5","10","過高","51.03","60.37","41.12","1.47","6.16","8.29","9.77","6.68","9.81","近高","42.44","1.7","1.2","0.97","1.42","過高"
"62",="1475","業旺","58.3","+0.1","+0.17","10","近高","46.89","67.04","31.69","2.12","4.17","11.2","9.83","7.6","16.1","低","12.38","2.61","3.79","2.56","5.42","近低"
"63",="6024","群益期","56.2","+0.1","+0.18","10","過高","44.06","50.31","38.02","1.32","3.73","11.8","9.84","10.2","13.5","破低","30.49","1.59","1.45","1.25","1.65","近高"
"64",="5520","力泰","86","+0.1","+0.12","10","過高","50.64","59.57","45.35","1.31","4.31","11.8","9.89","10.5","13.8","破低","32.58","2.01","1.55","1.39","1.83","過高"
"65",="5483","中美晶","126","-0.5","-0.4","10","低","138.7","193.2","101.3","1.91","9.37","14.8","9.91","10.8","20.6","破低","49.02","1.52","2.83","2.07","3.94","破低"
"66",="2636","台驊控股","80.8","+0.3","+0.37","10","低","71.74","122.5","46.64","2.63","11.58","6.2","9.91","4.03","10.6","近高","45.65","1.19","1.57","1.02","2.68","近低"
"67",="4942","嘉彰","41.45","0","0","10","近高","38.52","45.81","31.58","1.45","4.31","8.95","9.94","7.33","10.6","近高","56.11","0.65","0.69","0.56","0.82","近低"
"68",="2888","新光金","12.45","-0.05","-0.4","10","過高","9.41","11.63","7.81","1.49","0.77","12.2","9.96","10.1","15.1","破低","15.39","0.79","0.61","0.51","0.76","過高"
