排名,代號,名稱_x,成交_x,漲跌價_x,漲跌幅_x,統計年數_x,股價目前落點,歷年股價平均,歷年股價高點平均,歷年股價低點平均,股價高低價差(倍),平均EPS,平均PER,目前PER,平均最低PER,平均最高PER,PER目前落點,平均BPS,目前PBR,平均PBR,平均最低PBR,平均最高PBR,PBR目前落點,名稱_y,成交_y,漲跌價_y,漲跌幅_y,統計年數_y,平均營收(億),營收成長(%),平均毛利(億),毛利成長(%),平均毛利(%),平均營益(億),營益成長(%),平均營益(%),平均淨利(億),淨利成長(%),平均淨利(%),平均ROA(%),平均ROA增減,平均ROE(%),平均ROE增減,平均EPS(元),平均EPS增減,平均財報評分
1095.0,"=""2395""",研華,406.0,-3.5,-0.85,10.0,過高,321.3,381.5,266.2,1.43,11.01,29.2,40.4,24.2,34.7,過高,51.42,7.23,6.25,5.18,7.42,近高,研華,406.0,-3.5,-0.85,29.0,451,4.99,179,5.38,39.7,75,3.56,16.6,64.4,5.62,14.3,15.7,-0.4,22.4,-0.61,9.07,0.19,66.0
815.0,"=""2397""",友通,82.5,-1.2,-1.43,10.0,過高,66.7,81.6,54.76,1.49,4.2,15.9,23.8,13.1,19.4,過高,28.01,2.69,2.38,1.96,2.91,近高,友通,82.5,-1.2,-1.43,29.0,55.7,6.63,14.7,8.0,26.3,5.1,3.19,9.16,4.05,0.54,7.71,8.38,-0.33,11.8,-0.28,3.57,0.0,57.0
,"=""2399""",,,,,,,,,,,,,,,,,,,,,,,映泰,25.45,-0.45,-1.74,27.0,38.9,-5.73,4.36,-7.67,11.2,0.7,-25.1,1.81,0.85,-18.1,2.35,2.43,-0.77,3.86,-1.32,0.5,-0.13,42.0
,"=""2401""",,,,,,,,,,,,,,,,,,,,,,,凌陽,29.05,-0.55,-1.86,28.0,102,-3.84,37.7,-2.83,37.1,5.37,-17.0,5.29,5.93,-12.5,7.5,4.2,-0.83,5.39,-1.01,0.82,-0.2,58.0
636.0,"=""2402""",毅嘉,41.15,0.35,0.86,10.0,過高,22.79,30.75,16.92,1.82,0.75,30.4,19.4,22.6,41.0,破低,19.92,1.86,1.14,0.85,1.54,過高,毅嘉,41.15,0.35,0.86,27.0,76.3,1.86,8.92,2.07,11.7,2.56,1.71,3.35,2.46,2.52,3.03,2.38,-0.03,3.98,-0.07,0.86,-0.01,43.0
397.0,"=""2404""",漢唐,434.5,-0.5,-0.11,10.0,過高,194.3,252.0,145.9,1.73,15.77,12.3,15.7,9.25,16.0,近高,47.13,6.45,4.12,3.1,5.35,過高,漢唐,434.5,-0.5,-0.11,28.0,196,22.5,28.1,14.8,14.3,20.9,17.2,10.6,17.4,14.7,9.13,9.45,0.22,23.7,1.51,8.54,1.2,53.0
1401.0,"=""2405""",輔信,21.6,-0.45,-2.04,10.0,過高,13.94,21.01,10.92,1.92,0.02,744.0,540.0,583.0,1122.0,破低,10.4,2.02,1.34,1.05,2.02,近高,輔信,21.6,-0.45,-2.04,27.0,49.8,-4.85,8.38,-1.04,16.8,-0.16,-33.4,-0.32,-0.07,-4.5,-0.17,-0.34,0.0,-0.13,-0.1,-0.02,-0.02,47.0
,"=""2406""",,,,,,,,,,,,,,,,,,,,,,,國碩,14.95,-0.45,-2.92,27.0,80.8,-3.27,7.64,-12.1,9.46,-0.97,-50317.0,-1.2,-4.17,-15.8,-5.27,-2.88,-0.94,-7.11,-1.97,-1.26,-0.19,38.0
,"=""2408""",,,,,,,,,,,,,,,,,,,,,,,南亞科,38.65,-2.75,-6.64,28.0,457,-1.45,18,258.0,3.93,-53.6,41.2,-11.8,-52.8,49.3,-11.6,-4.93,4.54,-38.5,40.2,0.27,0.79,48.0
,"=""2409""",,,,,,,,,,,,,,,,,,,,,,,友達,15.25,0.1,0.66,28.0,"3,286",-0.5,293,2.41,8.91,52.1,-4.91,1.58,28.2,16.2,0.75,0.79,0.06,1.09,0.19,0.33,0.01,45.0
916.0,"=""2412""",中華電,128.0,0.5,0.39,10.0,過高,115.0,122.5,107.9,1.14,4.67,24.6,27.2,23.1,26.2,過高,48.85,2.65,2.35,2.21,2.51,過高,中華電,128.0,0.5,0.39,28.0,"2,178",0.86,799,0.09,36.7,475,-0.77,21.8,405,-1.05,19.0,8.31,-0.17,10.3,-0.12,4.85,-0.01,69.0
,"=""2413""",,,,,,,,,,,,,,,,,,,,,,,環科,24.7,-0.05,-0.2,27.0,38.7,2.75,6.2,1.51,16.1,0.51,2.18,1.32,0.06,311.0,0.12,0.01,0.16,0.07,0.45,0.07,0.01,36.0
364.0,"=""2414""",精技,37.7,-0.15,-0.4,10.0,過高,28.9,34.11,24.89,1.37,2.34,12.4,15.1,10.6,14.6,過高,17.52,2.03,1.65,1.42,1.95,過高,精技,37.7,-0.15,-0.4,28.0,188,3.49,16.7,2.28,8.87,4.16,3.42,2.21,2.87,4.32,1.6,4.82,-0.01,10.0,0.05,1.76,0.06,33.0
788.0,"=""2415""",錩新,30.4,0.35,1.16,10.0,高,27.37,38.24,19.18,1.99,0.91,30.1,23.2,21.1,42.0,近低,18.21,1.63,1.5,1.05,2.1,高,錩新,30.4,0.35,1.16,28.0,19.7,2.45,4.96,3.58,25.2,1.64,1.58,8.33,0.89,-9.39,4.87,2.49,-0.29,5.35,-0.55,1.09,-0.13,44.0
,"=""2417""",,,,,,,,,,,,,,,,,,,,,,,圓剛,51.0,-1.8,-3.41,28.0,33.8,2.18,16.6,3.58,49.2,2.96,-2.25,8.76,2.59,-3.18,10.2,6.17,-0.24,8.42,-0.36,1.36,-0.08,62.0
,"=""2419""",,,,,,,,,,,,,,,,,,,,,,,仲琦,29.25,-0.7,-2.34,28.0,90.4,1.29,19.3,0.51,21.4,4.03,-2.58,4.46,1.73,-10.8,3.01,3.25,-0.19,6.68,-0.48,0.72,-0.1,42.0
417.0,"=""2420""",新巨,65.6,0.6,0.92,10.0,過高,43.29,51.34,35.53,1.44,3.59,12.1,16.0,9.91,14.3,過高,21.69,2.67,2.0,1.64,2.37,過高,新巨,65.6,0.6,0.92,28.0,28.8,-2.37,10.3,-0.54,35.7,5.13,1.47,17.8,4.49,3.32,15.7,9.06,0.04,16.2,-0.11,3.01,0.08,58.0
666.0,"=""2421""",建準,94.0,-1.5,-1.57,10.0,過高,62.02,89.41,41.51,2.15,3.28,18.9,19.9,12.7,27.3,低,19.46,3.45,3.19,2.13,4.59,高,建準,94.0,-1.5,-1.57,27.0,101,3.98,23,6.57,22.8,6.83,13.9,6.78,5.66,15.0,5.67,6.49,0.49,13.2,0.94,2.27,0.26,47.0
505.0,"=""2423""",固緯,44.35,0.05,0.11,10.0,過高,29.15,34.46,24.73,1.39,2.3,12.7,17.2,10.7,15.0,過高,17.43,2.39,1.67,1.42,1.98,過高,固緯,44.35,0.05,0.11,28.0,23,3.04,11.2,3.96,48.8,2.91,5.66,12.6,2.65,4.51,11.5,8.56,0.11,12.4,0.05,1.99,0.05,57.0
,"=""2424""",,,,,,,,,,,,,,,,,,,,,,,隴華,57.0,0.0,0.0,28.0,3.84,-17.2,-0.05,-1333.0,-1.39,-0.73,-20.5,-19.0,-0.89,-21.7,-23.4,-15.1,-2.11,-31.1,-1.95,-1.88,-0.07,37.0
1391.0,"=""2425""",承啟,36.55,-0.3,-0.81,10.0,近高,31.62,43.61,22.87,1.91,1.64,19.2,305.0,13.9,26.5,過高,18.66,1.5,1.69,1.23,2.34,低,承啟,36.55,-0.3,-0.81,28.0,48.2,2.12,3.43,3.01,7.12,1.08,0.63,2.25,0.57,11.3,1.45,1.65,0.09,1.77,0.24,0.62,0.03,40.0
1307.0,"=""2426""",鼎元,21.75,-0.2,-0.91,10.0,近高,18.69,24.61,14.1,1.75,0.57,32.7,104.0,24.6,43.0,過高,13.0,1.69,1.44,1.08,1.89,近高,鼎元,21.75,-0.2,-0.91,28.0,31.9,-3.15,4.42,-5.01,13.8,0.35,-43.3,1.11,0.89,-22.9,1.85,1.22,-0.44,1.45,-0.84,0.39,-0.1,44.0
690.0,"=""2427""",三商電,27.55,-0.15,-0.54,10.0,過高,15.73,21.41,12.29,1.74,0.8,19.7,20.4,15.4,26.8,低,12.78,1.76,1.23,0.96,1.68,過高,三商電,27.55,-0.15,-0.54,27.0,29.3,3.48,8.57,6.98,29.3,0.69,44.7,2.35,0.52,33.8,1.6,1.25,0.29,2.58,0.66,0.34,0.05,40.0
259.0,"=""2428""",興勤,165.0,-1.0,-0.6,10.0,過高,129.4,164.2,100.2,1.64,10.34,12.5,13.6,9.69,15.9,近高,63.51,2.0,2.04,1.58,2.58,低,興勤,165.0,-1.0,-0.6,28.0,52.8,5.48,18.5,7.49,35.0,11.1,7.56,21.0,9.02,8.66,17.1,11.1,0.04,15.9,0.07,7.12,0.54,63.0
,"=""2429""",,,,,,,,,,,,,,,,,,,,,,,銘旺科,37.6,-0.7,-1.83,27.0,6.19,-1.73,0.3,-29.7,4.88,-0.45,-53.8,-7.27,-1.11,-5.8,-19.0,-5.9,-2.35,-22.8,-12.6,-1.6,-0.02,29.0
610.0,"=""2430""",燦坤,30.05,-0.2,-0.66,10.0,低,30.51,38.15,23.8,1.6,2.5,12.2,19.0,9.51,15.2,過高,33.53,0.8,0.91,0.71,1.14,近低,燦坤,30.05,-0.2,-0.66,29.0,289,-0.71,43.2,-1.5,15.0,6.72,-6.57,2.33,4.87,-7.58,1.35,3.17,-0.22,8.21,-0.72,2.75,-0.17,41.0
,"=""2431""",,,,,,,,,,,,,,,,,,,,,,,聯昌,14.15,-0.55,-3.74,28.0,24,-5.81,2.27,-9.11,9.47,-0.4,-44.2,-1.66,0.15,-41.8,0.63,0.3,-0.56,0.71,-0.75,0.16,-0.11,39.0
548.0,"=""2432""",倚天酷碁-創,37.75,-0.55,-1.44,2.0,低,39.0,51.7,28.93,1.79,2.11,18.5,18.0,13.7,24.5,低,19.58,1.95,1.99,1.48,2.64,低,倚天酷碁-創,37.75,-0.55,-1.44,5.0,18,23.7,2.82,23.5,15.7,0.89,57.6,4.96,1.09,74.4,6.19,7.44,1.85,11.8,1.78,2.11,0.45,51.0
385.0,"=""2433""",互盛電,50.4,0.0,0.0,10.0,近高,49.41,53.36,45.07,1.18,3.74,13.2,15.6,12.1,14.3,過高,27.84,2.0,1.77,1.62,1.92,過高,互盛電,50.4,0.0,0.0,27.0,29.5,1.4,10.4,0.67,35.4,4.06,2.62,13.8,4.57,1.61,15.8,7.18,0.17,12.4,0.23,3.17,0.04,56.0
1119.0,"=""2434""",統懋,29.7,0.0,0.0,10.0,過高,20.64,28.59,16.18,1.77,-1.53,-13.5,43.0,-10.6,-18.7,,8.81,2.22,2.34,1.84,3.24,低,統懋,29.7,0.0,0.0,27.0,4.06,-9.18,-0.21,-72.0,-5.24,-1.03,-8.8,-25.2,-0.87,-13.5,-21.5,-8.4,-1.39,-16.0,-3.68,-0.89,-0.15,33.0
1143.0,"=""2436""",偉詮電,56.5,-1.3,-2.25,10.0,近高,48.58,68.95,32.75,2.11,1.6,30.3,47.1,20.4,43.0,過高,17.47,2.94,2.78,1.87,3.95,高,偉詮電,56.5,-1.3,-2.25,28.0,23.1,2.53,5.81,2.63,25.2,1.32,-6.27,5.74,2.2,-1.78,9.41,5.82,-0.4,7.34,-0.41,1.14,-0.04,57.0
,"=""2438""",,,,,,,,,,,,,,,,,,,,,,,翔耀,37.15,0.05,0.13,28.0,51.1,-11.8,6.37,-14.9,12.5,-0.51,-556.0,-0.99,-2.5,-25.6,-5.15,-3.88,-1.65,-16.8,-6.59,-0.97,-0.23,37.0
182.0,"=""2439""",美律,115.5,3.5,3.12,10.0,低,118.1,151.7,91.03,1.67,8.42,14.0,12.5,10.8,18.0,近低,58.99,1.62,2.0,1.54,2.57,近低,美律,115.5,3.5,3.12,28.0,249,10.6,36.3,8.45,14.6,13.2,6.17,5.32,14.3,7.34,5.99,8.16,-0.16,16.5,-0.09,7.29,0.3,48.0
,"=""2440""",,,,,,,,,,,,,,,,,,,,,,,太空梭,12.45,-0.15,-1.19,27.0,29,0.89,2.18,-6.58,7.54,0.12,-49.1,0.4,-0.83,-53.0,-2.88,-2.04,-0.9,-3.95,-1.62,-0.34,-0.16,30.0
324.0,"=""2441""",超豐,64.3,0.6,0.94,10.0,近高,56.46,67.27,44.78,1.5,4.77,11.8,14.6,9.38,14.1,過高,34.4,1.63,1.64,1.3,1.96,近高,超豐,64.3,0.6,0.94,28.0,139,3.26,35.9,0.92,25.8,30.6,0.33,22.0,22.3,2.37,16.0,12.3,-0.37,14.6,-0.47,4.08,0.04,72.0
322.0,"=""2442""",新美齊,27.5,-0.05,-0.18,10.0,過高,15.3,20.62,11.67,1.77,1.17,13.1,14.6,9.97,17.6,近高,14.36,1.58,1.07,0.81,1.44,過高,新美齊,27.5,-0.05,-0.18,27.0,50.1,-4.29,5.8,2.27,11.6,1.17,26.0,2.34,1.63,28.7,3.58,2.14,0.2,4.99,1.12,0.68,0.15,40.0
,"=""2444""",,,,,,,,,,,,,,,,,,,,,,,兆勁,17.7,0.0,0.0,27.0,18.1,-2.68,2.22,-3.56,12.3,-0.22,9.46,-1.24,-0.32,-20.0,-1.79,-1.47,-0.06,-2.35,0.05,-0.19,-0.1,34.0
482.0,"=""2449""",京元電子,107.5,-3.5,-3.15,10.0,過高,52.26,69.25,36.92,1.88,4.18,12.5,16.9,8.83,16.6,過高,27.75,3.04,1.88,1.33,2.5,過高,京元電子,107.5,-3.5,-3.15,27.0,233,3.25,68.9,6.19,29.6,42.5,7.52,18.3,32.6,14.9,14.2,6.32,0.47,12.1,0.91,2.73,0.32,59.0
593.0,"=""2450""",神腦,34.55,0.05,0.14,10.0,近低,36.35,42.21,31.66,1.33,2.28,16.0,18.7,13.9,18.5,過高,23.93,1.39,1.52,1.32,1.76,近低,神腦,34.55,0.05,0.14,29.0,307,1.54,38,-0.61,12.4,5.92,-4.85,1.93,7.3,-1.68,2.38,7.5,-0.35,12.9,-0.63,2.92,-0.07,46.0
415.0,"=""2451""",創見,89.4,-0.8,-0.89,10.0,近高,77.89,96.48,66.53,1.45,5.11,15.2,16.0,13.0,18.9,近高,45.68,1.99,1.71,1.46,2.11,近高,創見,89.4,-0.8,-0.89,26.0,205,-3.9,40.3,-1.21,19.7,26.2,-1.54,12.8,24.5,-0.75,12.0,12.3,-0.52,14.9,-0.81,5.93,-0.12,62.0
704.0,"=""2453""",凌群,62.1,-0.9,-1.43,10.0,過高,32.09,42.74,21.97,1.95,1.79,17.9,20.8,12.3,23.9,近高,19.13,2.97,1.68,1.15,2.23,過高,凌群,62.1,-0.9,-1.43,26.0,48.1,4.74,11,6.85,22.9,1.13,21.6,2.35,1.11,15.0,2.28,3.03,0.36,6.33,0.83,1.12,0.14,43.0
758.0,"=""2454""",聯發科,1515.0,-45.0,-2.88,10.0,過高,718.2,967.0,521.5,1.85,46.86,15.3,22.2,11.1,20.6,過高,231.6,5.82,3.1,2.25,4.18,過高,聯發科,1515.0,-45.0,-2.88,26.0,"2,955",11.4,"1,352",13.1,45.8,500,13.9,16.9,511,14.0,17.4,13.7,-0.22,19.1,0.31,34.14,3.5,71.0
1056.0,"=""2455""",全新,144.0,-4.0,-2.7,10.0,近高,106.8,153.2,70.88,2.16,3.03,35.2,36.6,23.4,50.5,低,16.44,8.32,6.5,4.31,9.32,近高,全新,144.0,-4.0,-2.7,27.0,23.5,3.89,9.16,4.68,39.0,5.76,2.29,24.5,4.7,6.59,20.0,11.7,0.19,15.7,0.45,2.34,0.16,73.0
1238.0,"=""2457""",飛宏,34.8,-0.55,-1.56,10.0,低,34.93,48.95,23.03,2.13,-0.18,-199.0,69.6,-131.0,-278.0,,17.15,1.52,2.04,1.34,2.85,近低,飛宏,34.8,-0.55,-1.56,26.0,119,1.13,20.1,8.18,16.9,1.85,15.9,1.56,1.94,6.49,1.56,1.86,-0.06,3.01,-0.08,0.62,-0.02,42.0
471.0,"=""2458""",義隆,159.5,0.0,0.0,10.0,過高,113.1,148.7,82.03,1.81,8.55,13.2,16.8,9.6,17.4,近高,29.36,4.99,3.85,2.79,5.06,近高,義隆,159.5,0.0,0.0,28.0,89.5,4.46,39.7,5.98,44.3,18.1,6.99,20.2,15.4,6.73,16.4,13.7,0.28,19.4,0.6,4.83,0.34,66.0
169.0,"=""2459""",敦吉,70.1,0.0,0.0,10.0,過高,51.63,58.55,44.5,1.32,4.67,11.1,12.3,9.54,12.6,近高,44.78,1.34,1.15,0.99,1.31,過高,敦吉,70.1,0.0,0.0,27.0,97.8,-0.97,12.4,1.83,12.6,6.04,1.63,6.18,4.51,2.41,5.08,6.28,-0.08,11.2,-0.22,3.81,0.1,49.0
,"=""2460""",,,,,,,,,,,,,,,,,,,,,,,建通,23.65,-0.8,-3.27,27.0,35.6,-1.31,4.63,-7.37,13.0,1.11,-26.8,3.13,0.63,-30.3,1.76,1.72,-0.69,2.99,-1.42,0.47,-0.2,36.0
184.0,"=""2461""",光群雷,20.5,0.0,0.0,10.0,近高,19.74,24.9,15.76,1.58,1.07,18.5,12.5,14.8,23.4,破低,17.49,1.07,1.13,0.9,1.42,近低,光群雷,20.5,0.0,0.0,27.0,45.8,3.76,10.5,2.75,22.9,1.93,-8.53,4.21,1.41,-2.39,2.97,2.49,-0.4,4.41,-0.65,0.99,-0.04,44.0
752.0,"=""2462""",良得電,27.2,0.1,0.37,10.0,近低,29.55,37.97,23.92,1.59,1.09,27.2,22.1,22.0,35.0,近低,18.9,1.32,1.56,1.27,2.01,近低,良得電,27.2,0.1,0.37,28.0,42.8,0.09,4.97,3.1,11.6,1.25,8.35,2.91,1.55,7.66,3.62,3.98,0.05,7.99,-0.01,1.45,0.02,38.0
1273.0,"=""2464""",盟立,79.8,-0.8,-0.99,10.0,過高,44.94,58.95,34.6,1.7,2.59,17.4,80.6,13.4,22.8,過高,20.81,3.49,2.16,1.66,2.83,過高,盟立,79.8,-0.8,-0.99,27.0,91.5,1.39,16.8,0.06,18.4,5.57,-9.05,6.09,4.74,-4.14,5.2,5.65,-0.62,13.6,-1.2,2.62,-0.15,45.0
,"=""2465""",,,,,,,,,,,,,,,,,,,,,,,麗臺,76.7,-4.1,-5.07,27.0,42.8,-3.99,5.19,-3.47,12.1,-0.94,-23.1,-2.19,-1.2,-17.3,-2.87,-5.37,-0.68,-10.7,-2.16,-0.76,-0.22,31.0
,"=""2466""",,,,,,,,,,,,,,,,,,,,,,,冠西電,84.7,-3.0,-3.42,28.0,16.8,-3.96,2.1,-3.69,12.5,-0.52,-24.8,-3.11,0.02,397.0,0.07,-0.01,0.05,0.02,0.18,0.01,0.01,36.0
1116.0,"=""2467""",志聖,180.5,-0.5,-0.28,10.0,過高,61.22,88.15,36.23,2.43,3.08,19.9,42.7,11.8,28.7,過高,18.04,5.57,3.39,2.01,4.89,過高,志聖,180.5,-0.5,-0.28,28.0,41.2,0.55,13.8,2.44,33.5,3.91,2.16,9.49,3.37,5.43,8.26,6.16,-0.03,13.3,0.28,2.31,0.07,48.0
1090.0,"=""2468""",華經,36.65,-1.85,-4.81,10.0,過高,18.39,25.8,14.85,1.74,0.76,24.3,39.8,19.6,34.0,過高,16.61,2.1,1.11,0.89,1.55,過高,華經,36.65,-1.85,-4.81,28.0,20.8,-0.66,2.48,-0.91,11.9,0.56,2.57,2.7,0.54,2.48,2.57,3.14,0.01,4.98,-0.05,0.8,0.0,44.0
717.0,"=""2471""",資通,56.6,-2.3,-3.9,10.0,過高,32.13,40.01,24.14,1.66,2.27,14.1,21.2,10.6,17.6,過高,17.01,3.17,1.89,1.42,2.35,過高,資通,56.6,-2.3,-3.9,27.0,7.27,2.13,2.64,4.92,36.3,0.66,10.2,9.15,0.62,17.6,8.55,6.46,0.87,10.2,1.39,1.34,0.18,58.0
264.0,"=""2472""",立隆電,88.7,-1.3,-1.44,10.0,過高,59.61,75.81,46.49,1.63,5.3,11.2,13.7,8.77,14.3,近高,34.46,1.88,1.73,1.35,2.2,近高,立隆電,88.7,-1.3,-1.44,27.0,66.2,4.91,16,7.64,24.2,8.16,9.86,12.3,4.8,11.4,10.1,6.3,0.25,10.4,0.18,3.25,0.24,49.0
95.0,"=""2474""",可成,206.5,-2.5,-1.2,10.0,近低,217.2,257.6,172.4,1.49,19.65,11.1,10.6,8.78,13.1,低,213.7,0.84,1.02,0.81,1.21,近低,可成,206.5,-2.5,-1.2,28.0,522,-3.54,195,-4.32,37.4,142,-5.07,27.2,141,1.77,27.1,9.44,-0.73,14.7,-1.13,19.25,0.29,71.0
661.0,"=""2476""",鉅祥,91.7,-1.2,-1.29,10.0,過高,47.24,66.56,35.79,1.86,2.86,16.5,19.8,12.5,23.3,近高,27.59,2.42,1.71,1.3,2.41,過高,鉅祥,91.7,-1.2,-1.29,28.0,47.4,3.14,13.2,3.42,27.8,6.29,1.85,13.3,4.49,4.11,11.0,7.57,-0.14,10.7,-0.21,2.3,0.07,60.0
604.0,"=""2477""",美隆電,28.8,-1.15,-3.84,10.0,近高,23.82,34.44,17.95,1.92,2.08,11.5,18.9,8.64,16.6,過高,19.19,1.08,1.24,0.94,1.8,近低,美隆電,28.8,-1.15,-3.84,27.0,42.7,-3.17,7.89,-5.21,18.5,2.12,-15.7,4.98,3.36,-1.94,8.51,5.66,-0.43,9.83,-0.55,1.63,-0.07,48.0
585.0,"=""2478""",大毅,45.0,-0.05,-0.11,10.0,近低,51.05,71.59,38.36,1.87,3.71,13.8,18.5,10.3,19.3,近高,36.92,0.97,1.38,1.04,1.94,破低,大毅,45.0,-0.05,-0.11,28.0,40.7,3.7,9.57,3.35,23.5,4.77,4.36,11.7,3.9,4.8,9.76,5.69,-0.02,8.05,0.04,2.32,0.08,52.0
722.0,"=""2480""",敦陽科,157.5,-4.0,-2.48,10.0,過高,78.62,91.85,65.78,1.4,5.72,13.8,21.3,11.5,16.1,過高,28.22,5.25,2.79,2.33,3.25,過高,敦陽科,157.5,-4.0,-2.48,28.0,52.7,4.66,13.7,4.05,26.1,5.18,8.93,9.82,4.37,3.31,8.28,8.66,0.32,15.5,0.95,3.49,0.15,53.0
843.0,"=""2481""",強茂,55.2,-0.2,-0.36,10.0,低,53.87,77.11,36.62,2.11,2.8,19.3,24.5,13.1,27.6,近高,26.91,1.52,2.0,1.36,2.87,近低,強茂,55.2,-0.2,-0.36,27.0,126,1.65,26.8,3.77,21.3,7.88,2.45,6.25,5.61,7.25,3.91,2.55,0.08,5.54,0.1,1.64,0.06,39.0
1082.0,"=""2482""",連宇,24.7,-0.4,-1.59,10.0,低,25.09,36.79,15.86,2.32,1.01,24.9,39.2,15.7,36.5,過高,13.96,1.49,1.8,1.14,2.63,低,連宇,24.7,-0.4,-1.59,28.0,9.75,5.32,3.78,7.31,38.7,0.54,40.0,5.54,0.49,34.6,4.95,3.81,0.62,5.11,0.76,0.74,0.13,55.0
1220.0,"=""2483""",百容,21.9,-0.4,-1.79,10.0,近低,22.58,27.88,19.37,1.44,1.01,22.3,62.6,19.1,27.6,過高,22.7,0.94,0.99,0.85,1.23,近低,百容,21.9,-0.4,-1.79,27.0,17.7,1.43,3.77,-2.38,21.3,0.76,-14.1,4.28,1.18,-4.79,6.73,3.87,-0.35,5.21,-0.41,1.08,-0.07,52.0
1047.0,"=""2484""",希華,26.75,-0.05,-0.19,10.0,低,28.09,34.74,22.1,1.57,1.91,14.7,36.1,11.6,18.2,過高,22.57,1.15,1.24,0.98,1.54,近低,希華,26.75,-0.05,-0.19,28.0,25.5,0.06,5.75,-0.71,22.5,2.18,-2.44,8.56,2.01,0.83,7.6,4.11,-0.01,5.81,-0.06,1.31,-0.01,50.0
,"=""2485""",,,,,,,,,,,,,,,,,,,,,,,兆赫,15.1,-0.25,-1.63,27.0,82.2,-3.03,10.4,-7.99,12.6,2.37,-25.3,2.89,3.98,-11.8,4.38,2.92,-1.1,3.96,-1.54,1.36,-0.21,45.0
1397.0,"=""2486""",一詮,105.5,-1.0,-0.94,10.0,過高,37.66,59.99,19.17,3.13,0.18,214.0,377.0,109.0,340.0,過高,17.32,4.75,2.17,1.11,3.46,過高,一詮,105.5,-1.0,-0.94,27.0,50.1,1.45,6.59,0.94,13.2,1.27,-1.69,2.53,0.83,8.51,1.56,1.35,-0.02,2.23,-0.03,0.47,0.0,40.0
97.0,"=""2488""",漢平,55.9,-0.2,-0.36,10.0,過高,35.06,43.91,28.46,1.54,3.68,9.53,10.7,7.73,11.9,近高,28.42,1.64,1.23,1.0,1.55,過高,漢平,55.9,-0.2,-0.36,28.0,23,3.14,5.39,3.25,23.4,2.48,4.43,10.8,2.34,5.97,10.2,7.81,0.22,12.1,0.19,2.8,0.17,58.0
213.0,"=""2489""",瑞軒,18.8,-0.1,-0.53,10.0,近高,14.44,19.33,10.62,1.82,0.65,22.3,13.0,16.4,29.8,破低,17.04,0.95,0.85,0.62,1.13,近高,瑞軒,18.8,-0.1,-0.53,27.0,260,-6.97,30,-9.48,11.5,0.83,-44.7,0.32,8.43,-8.89,3.46,3.25,-0.34,5.88,-0.78,1.17,-0.15,44.0
,"=""2491""",,,,,,,,,,,,,,,,,,,,,,,吉祥全,13.85,0.0,0.0,27.0,19.3,-17.4,3.21,-16.7,16.6,-1.23,16.7,-6.36,-1.01,-25.6,-8.07,-1.97,-0.45,-5.02,-1.17,-2.22,0.05,38.0
852.0,"=""2492""",華新科,95.9,-0.7,-0.72,10.0,近低,134.6,204.7,92.03,2.22,10.48,12.8,24.9,8.78,19.5,過高,82.24,0.95,1.64,1.12,2.49,破低,華新科,95.9,-0.7,-0.72,29.0,265,3.43,62.6,1.84,23.7,34.8,-0.69,13.1,27.8,2.72,12.1,5.75,-0.04,9.96,-0.08,5.74,0.13,46.0
448.0,"=""2493""",揚博,96.6,-0.4,-0.41,10.0,過高,48.96,60.78,38.19,1.59,3.68,13.3,16.4,10.4,16.5,近高,22.14,3.72,2.21,1.72,2.74,過高,揚博,96.6,-0.4,-0.41,26.0,22.8,4.29,6.83,8.62,29.9,4,13.4,17.5,3.04,13.0,13.3,8.96,0.34,13.4,0.87,2.69,0.28,56.0
534.0,"=""2495""",普安,30.15,-0.45,-1.47,10.0,過高,18.37,25.55,14.07,1.82,0.59,31.0,17.7,23.7,43.1,破低,15.03,1.84,1.22,0.94,1.7,過高,普安,30.15,-0.45,-1.47,25.0,17.8,-3.44,9.18,-4.35,51.5,2.96,-10.1,16.6,3.34,-8.16,18.7,7.03,-1.05,8.05,-1.04,1.34,-0.18,67.0
248.0,"=""2496""",卓越,89.8,-1.3,-1.43,10.0,近高,67.98,93.19,51.22,1.82,4.01,16.9,13.5,12.8,23.2,近低,38.66,1.99,1.76,1.32,2.41,近高,卓越,89.8,-1.3,-1.43,24.0,2.82,4.96,1.03,9.69,36.5,0.01,177.0,0.25,-0.77,27.3,-27.3,-20.3,-9.79,-91.1,59.8,0.13,0.56,41.0
846.0,"=""2497""",怡利電,60.0,-0.4,-0.66,10.0,近高,49.75,72.83,37.65,1.93,0.78,63.5,24.6,48.1,93.0,破低,14.4,3.05,3.45,2.61,5.06,近低,怡利電,60.0,-0.4,-0.66,26.0,24.3,7.09,6.13,5.64,25.2,1.1,12.4,4.53,0.97,13.3,3.95,3.07,0.11,5.26,0.38,0.84,0.06,44.0
,"=""2498""",,,,,,,,,,,,,,,,,,,,,,,宏達電,46.35,-0.45,-0.96,24.0,922,-11.5,218,-12.5,23.7,5.63,-72.9,0.61,40.5,-25.2,4.43,-0.96,-1.82,-0.31,-3.45,5.93,-2.14,47.0
165.0,"=""2501""",國建,24.7,-0.55,-2.18,10.0,近高,19.7,25.39,16.04,1.58,1.48,13.3,12.2,10.8,17.2,近低,20.93,1.04,0.94,0.77,1.21,近高,國建,24.7,-0.55,-2.18,30.0,115,6.07,31.6,6.66,27.5,18,7.65,15.8,15.1,3.96,13.2,3.61,-0.05,7.55,0.2,1.07,0.06,44.0
