"排名","代號","名稱","成交","漲跌價","漲跌幅","統計年數","股價目前落點","歷年股價平均","歷年股價高點平均","歷年股價低點平均","股價高低價差(倍)","平均EPS","平均PER","目前PER","平均最低PER","平均最高PER","PER目前落點","平均BPS","目前PBR","平均PBR","平均最低PBR","平均最高PBR","PBR目前落點"
"1351",="1732","毛寶","28.9","+0.1","+0.35","10","高","24.36","36.26","18.82","1.93","0.23","108","152","83.5","161","近高","10.95","2.49","2.22","1.72","3.31","低"
"1352",="6103","合邦","47.25","+0.1","+0.21","10","過高","12.24","18.37","7.01","2.62","-0.59","-20.7","152","-11.8","-31","","2.36","5","5.18","2.96","7.77","低"
"1353",="3086","華義","166.5","-4","-2.35","10","過高","62.86","114.6","39.74","2.88","-0.46","-137","153","-86.5","-249","","8.04","12.8","7.81","4.94","14.2","近高"
"1354",="8107","大億金茂","20.05","+0.05","+0.25","10","低","21.29","29.68","16.24","1.83","1.02","20.8","154","15.9","29","過高","18.82","0.98","1.13","0.86","1.58","近低"
"1355",="3219","倚強科","45.05","-1","-2.17","10","低","59.81","99.61","33.76","2.95","1.83","32.8","155","18.5","54.6","過高","15.58","2.43","3.84","2.17","6.39","近低"
"1356",="2596","綠意","43.05","+0.55","+1.29","10","過高","23.89","30.28","18.59","1.63","1.73","13.8","159","10.8","17.5","過高","20.27","2.24","1.18","0.92","1.49","過高"
"1357",="8431","匯鑽科","65.5","-1.4","-2.09","10","近高","59.88","80.03","43.77","1.83","0.42","143","160","104","191","近高","20.13","3.01","2.97","2.17","3.98","低"
"1358",="6230","尼得科超眾","186","-2","-1.06","10","高","171.2","249.1","116","2.15","7.11","24.1","163","16.3","35","過高","53.34","2.71","3.21","2.17","4.67","低"
"1359",="6916","華凌","26.2","+2.35","+9.85","2","近低","27.3","30.28","23.72","1.28","2.5","10.9","164","9.49","12.1","過高","17.49","1.57","1.56","1.36","1.73","近高"
"1360",="3232","昱捷","26.3","-0.5","-1.87","10","低","25.18","35.22","18.79","1.87","0.39","65.1","164","48.5","91","過高","13.49","1.75","1.87","1.39","2.61","低"
"1361",="4130","健亞","23.6","-0.35","-1.46","10","近低","28.56","38.37","22.78","1.68","0.32","90.6","169","72.3","122","過高","14.33","1.78","1.99","1.59","2.68","近低"
"1362",="9944","新麗","20.3","-0.05","-0.25","10","近低","20.65","25.05","17.83","1.41","1.45","14.2","169","12.3","17.2","過高","29.04","0.62","0.71","0.61","0.86","近低"
"1363",="1521","大億","29.2","+0.05","+0.17","10","破低","50.53","60.04","42.23","1.42","2.75","18.4","172","15.4","21.8","過高","23.68","1.22","2.13","1.78","2.54","破低"
"1364",="6578","達邦蛋白","18.95","0","0","7","近低","20.59","28.35","16.43","1.73","-0.39","-53.4","172","-42.6","-73.5","","19.83","1.24","1.04","0.83","1.43","近高"
"1365",="2722","夏都","34.6","-0.35","-1","10","低","38.9","59.01","28.03","2.11","0.76","51.4","173","37","77.9","過高","16.47","2.16","2.36","1.7","3.58","低"
"1366",="6265","方土昶","10.4","-0.1","-0.95","10","低","9.55","13.59","7.55","1.8","-0.12","-82.7","173","-65.4","-118","","11.63","0.92","0.82","0.65","1.17","高"
"1367",="2022","聚亨","10.5","+0.1","+0.96","10","高","8.82","13.32","6.19","2.15","-0.19","-45.9","175","-32.3","-69.4","","8.48","1","1.04","0.73","1.57","低"
"1368",="4919","新唐","92","-2.6","-2.75","10","低","98.77","137.8","68.76","2","4.66","21.2","177","14.8","29.6","過高","34.89","2.47","2.83","1.97","3.95","低"
"1369",="1324","地球","12.75","-0.1","-0.78","10","低","11.97","15.39","10.26","1.5","0.29","42","182","36","53.9","過高","12.97","0.99","0.92","0.79","1.19","近高"
"1370",="6624","萬年清","37.85","+0.4","+1.07","6","近低","40.57","46.56","35.77","1.3","1.17","34.6","189","30.5","39.7","過高","17.26","1.88","2.35","2.07","2.7","破低"
"1371",="4558","寶緯","33.5","-0.2","-0.59","3","高","29.79","43.25","23.22","1.86","1.45","20.5","197","16","29.7","過高","15.33","1.85","1.94","1.51","2.82","低"
"1372",="5521","工信","11.9","+0.05","+0.42","10","近高","9.67","13.47","7.62","1.77","0.27","36.3","198","28.6","50.6","過高","10.88","1.09","0.89","0.7","1.24","近高"
"1373",="4999","鑫禾","32.4","-0.25","-0.77","10","破低","41.59","48.54","35.38","1.37","3.47","12","202","10.2","14","過高","45.38","0.7","0.92","0.78","1.07","破低"
"1374",="8374","羅昇","122","-1","-0.81","10","過高","37.54","59.48","21.69","2.74","0.53","70.9","203","41","112","過高","17.82","6.56","2.11","1.22","3.34","過高"
"1375",="8940","新天地","24.85","-0.25","-1","10","過高","17.56","23.89","13.61","1.76","-0.05","-382","207","-296","-519","","10.21","2.31","1.72","1.33","2.34","近高"
"1376",="2305","全友","14.5","-0.35","-2.36","10","低","14.41","21.09","9.88","2.13","0.23","61.8","207","42.4","90.5","過高","10.56","1.3","1.37","0.94","2","低"
"1377",="2509","全坤建","16.75","-0.1","-0.59","10","近低","19.79","24.46","16.62","1.47","0.6","33.1","209","27.8","41","過高","19.9","0.9","0.99","0.84","1.23","近低"
"1378",="1905","華紙","17.05","0","0","10","低","16.62","22.67","12.04","1.88","0.11","152","213","110","207","過高","14.11","1.16","1.18","0.85","1.61","低"
"1379",="3094","聯傑","30.2","-0.2","-0.66","10","近高","27.86","37.7","20.79","1.81","0.57","49.1","216","36.6","66.4","過高","12.94","2.51","2.15","1.61","2.91","近高"
"1380",="3064","泰偉","65","+1.6","+2.52","10","過高","22.15","37.74","11.57","3.26","-2.46","-9","217","-4.71","-15.3","","3.81","7.86","5.82","3.04","9.91","高"
"1381",="3520","華盈","18.2","-0.15","-0.82","10","近低","25.62","38.76","16.87","2.3","0.14","189","228","125","286","高","9.59","1.56","2.67","1.76","4.04","破低"
"1382",="6185","幃翔","16.55","+0.35","+2.16","10","低","15.99","21.99","12.56","1.75","0.28","56.6","236","44.5","77.9","過高","15.29","1.14","1.05","0.82","1.44","高"
"1383",="8033","雷虎","64.7","-1.2","-1.82","10","過高","32.13","47.64","23.37","2.04","-0.3","-106","240","-77","-157","","6.37","7.38","5.04","3.67","7.47","近高"
"1384",="6834","天二科技","31.55","-0.4","-1.25","3","低","29.43","41.88","23.12","1.81","0.4","73.9","243","58","105","過高","16.9","1.92","1.74","1.37","2.48","低"
"1385",="6168","宏齊","22.25","-0.05","-0.22","10","近高","19.52","26.51","14.14","1.87","0.92","21.1","247","15.3","28.7","過高","14.55","1.49","1.34","0.97","1.82","近高"
"1386",="6643","M31","763","+12","+1.6","6","低","711.2","1211","429.9","2.82","8.65","82.2","250","49.7","140","過高","49.84","16.6","14.3","8.63","24.3","高"
"1387",="4528","江興鍛","23.1","-0.3","-1.28","10","破低","41.57","50.91","32.29","1.58","2.57","16.1","257","12.5","19.8","過高","26.25","0.86","1.58","1.23","1.94","破低"
"1388",="8429","金麗-KY","10.8","-0.1","-0.92","10","破低","14.88","19.71","11.4","1.73","0.4","37.3","270","28.6","49.5","過高","35.52","0.31","0.42","0.32","0.56","破低"
"1389",="4576","大銀微系統","148.5","-6","-3.88","6","過高","88.27","131.4","64.14","2.05","1.24","71.3","291","51.8","106","過高","31.07","4.6","2.84","2.06","4.23","過高"
"1390",="6859","伯特光","189.5","-1.5","-0.79","3","近高","137","196","114.1","1.72","4.67","29.4","296","24.4","42","過高","46.33","4.16","2.96","2.46","4.23","近高"
"1391",="2425","承啟","36.55","-0.3","-0.81","10","近高","31.62","43.61","22.87","1.91","1.64","19.2","305","13.9","26.5","過高","18.66","1.5","1.69","1.23","2.34","低"
"1392",="6504","南六","64.2","-2.2","-3.31","10","破低","122.7","159.2","95.22","1.67","6.12","20","306","15.5","26","過高","46.49","1.31","2.64","2.05","3.43","破低"
"1393",="4968","立積","199.5","+1","+0.5","10","低","196.1","303.5","115.4","2.63","2.57","76.4","344","45","118","過高","25.77","7.79","7.61","4.48","11.8","低"
"1394",="8104","錸寶","41.35","-0.8","-1.9","6","低","44.31","68.27","33.12","2.06","-1.38","-32.1","345","-24","-49.4","","28.33","1.53","1.56","1.17","2.41","低"
"1395",="2332","友訊","21.05","-2.05","-8.87","10","近高","16.63","23.74","12.72","1.87","0.26","64.8","351","49.5","92.4","過高","14.52","1.4","1.15","0.88","1.63","近高"
"1396",="6762","達亞","278","-2","-0.71","5","近高","260","301.5","224","1.35","5.55","46.8","356","40.3","54.3","過高","46.56","6.77","5.58","4.81","6.48","過高"
"1397",="2486","一詮","105.5","-1","-0.94","10","過高","37.66","59.99","19.17","3.13","0.18","214","377","109","340","過高","17.32","4.75","2.17","1.11","3.46","過高"
"1398",="2038","海光","20","-0.2","-0.99","10","低","17.91","27.91","12.26","2.28","0.45","39.6","400","27.1","61.7","過高","18.68","0.98","0.96","0.66","1.49","低"
"1399",="6854","錼創科技-KY創","235.5","-14.5","-5.8","3","過高","99.69","169.6","70.85","2.39","-4.28","-23.3","421","-16.6","-39.7","","20.05","12.3","4.97","3.53","8.46","過高"
"1400",="4556","旭然","30.35","-0.15","-0.49","10","近低","32.49","39.34","28.57","1.38","0.61","53.3","434","46.8","64.5","過高","18.75","1.53","1.73","1.52","2.1","近低"
"1401",="2405","輔信","21.6","-0.45","-2.04","10","過高","13.94","21.01","10.92","1.92","0.02","744","540","583","1122","破低","10.4","2.02","1.34","1.05","2.02","近高"
"1402",="8937","合騏","173","+3.5","+2.06","10","過高","21.85","44.35","13.59","3.26","-0.01","-3162","541","-1967","-6419","","10.17","13.1","2.15","1.34","4.36","過高"
"1403",="5392","能率","36.75","+0.3","+0.82","10","近高","29.31","39.32","23.12","1.7","0.22","134","612","106","180","過高","33.23","1.06","0.88","0.7","1.18","近高"
"1404",="6558","興能高","61.6","-1.2","-1.91","7","過高","32.69","49.51","22.65","2.19","0.41","80.1","616","55.4","121","過高","15.78","3.82","2.07","1.44","3.14","過高"
"1405",="4416","三圓","74","-1.4","-1.86","10","近低","87.44","103.8","72.91","1.42","1.52","57.5","740","47.9","68.2","過高","30.55","2.95","2.86","2.39","3.4","近高"
"1406",="2236","百達-KY","123.5","-2.5","-1.98","10","過高","47.2","69.14","30.03","2.3","2.05","23","823","14.6","33.7","過高","27.36","3.88","1.72","1.1","2.53","過高"
"1407",="6182","合晶","25.55","-0.8","-3.04","10","破低","42.3","59.16","29.76","1.99","1.81","23.4","852","16.5","32.7","過高","19.66","0.97","2.15","1.51","3.01","破低"
"1408",="3189","景碩","101","-3","-2.88","10","低","100.8","141.5","68.58","2.06","3.51","28.7","918","19.5","40.3","過高","66.05","1.46","1.53","1.04","2.14","低"
"1409",="3207","耀勝","121","-3","-2.42","10","過高","53.07","73.66","33.43","2.2","0.88","60.3","1008","38","83.7","過高","12.82","5.2","4.14","2.61","5.75","近高"
"1410",="4729","熒茂","24.6","-0.2","-0.81","10","過高","15.7","23.4","11.49","2.04","-0.01","-1075","1230","-786","-1602","","11.82","1.72","1.33","0.97","1.98","近高"
"1411",="3701","大眾控","38.4","-0.8","-2.04","10","高","32.81","53.36","21.43","2.49","0.85","38.7","1280","25.3","63","過高","11.45","1.91","2.87","1.87","4.66","近低"
"1412",="3527","聚積","77","-0.7","-0.9","10","近低","107.1","155.8","74.29","2.1","5.16","20.7","1283","14.4","30.2","過高","54.83","1.41","1.95","1.35","2.84","近低"
"1413",="8289","泰藝","26.35","+0.05","+0.19","10","高","24.02","33.43","17.73","1.89","1.72","14","1318","10.3","19.5","過高","21.05","1.15","1.14","0.84","1.59","低"
"1414",="8066","來思達","26.95","-0.15","-0.55","10","破低","55.15","71.41","44.86","1.59","4.45","12.4","1348","10.1","16.1","過高","20.73","1.46","2.66","2.16","3.44","破低"
"1415",="3664","安瑞-KY","28.15","+0.55","+1.99","10","過高","17.54","25.64","11.63","2.21","-1.59","-11","2815","-7.3","-16.1","","10.32","5.61","1.7","1.13","2.48","過高"
"1416",="4192","杏國","35.6","0","0","10","低","39.74","80.57","23.71","3.4","-3.21","-12.4","3560","-7.38","-25.1","","6.11","4.01","6.5","3.88","13.2","近低"
"1417",="4541","晟田","36.25","-0.25","-0.68","10","近高","28.12","37.72","22.32","1.69","0.23","123","3625","97.8","165","過高","24.24","1.56","1.16","0.92","1.56","過高"
