"排名","代號","名稱","成交","漲跌價","漲跌幅","統計年數","股價目前落點","歷年股價平均","歷年股價高點平均","歷年股價低點平均","股價高低價差(倍)","平均EPS","平均PER","目前PER","平均最低PER","平均最高PER","PER目前落點","平均BPS","目前PBR","平均PBR","平均最低PBR","平均最高PBR","PBR目前落點"
"912",="3147","大綜","188","+7","+3.87","7","過高","72.7","106","50.52","2.1","4.78","15.2","27.1","10.6","22.2","過高","24.49","5.68","2.97","2.06","4.33","過高"
"913",="1467","南緯","10.55","0","0","10","近低","12.59","17.49","9.86","1.77","-0.2","-61.8","27.1","-48.4","-85.8","","11.89","0.83","1.06","0.83","1.47","近低"
"914",="4755","三福化","120.5","-2.5","-2.03","10","近高","95.92","143.2","74.18","1.93","5.15","18.6","27.1","14.4","27.8","近高","38.93","2.75","2.46","1.91","3.68","低"
"915",="6207","雷科","54.3","-1.2","-2.16","10","過高","34.36","47.78","24.5","1.95","2.24","15.3","27.2","10.9","21.3","過高","19.42","2.25","1.77","1.26","2.46","近高"
"916",="2412","中華電","128","+0.5","+0.39","10","過高","115","122.5","107.9","1.14","4.67","24.6","27.2","23.1","26.2","過高","48.85","2.65","2.35","2.21","2.51","過高"
"917",="6609","瀧澤科","80.5","-1.4","-1.71","10","過高","35.4","55.96","25.92","2.16","2.51","14.1","27.2","10.3","22.3","過高","30.54","2.32","1.16","0.85","1.83","過高"
"918",="5457","宣德","51","-0.8","-1.54","10","近低","61.18","84.26","42.98","1.96","2.65","23.1","27.3","16.2","31.9","近高","18.56","1.88","3.3","2.32","4.54","破低"
"919",="4722","國精化","62.3","-1","-1.58","10","過高","35.2","42.49","30.19","1.41","2.83","12.4","27.3","10.7","15","過高","26.67","2.08","1.32","1.13","1.59","過高"
"920",="2613","中櫃","33.35","-0.3","-0.89","10","近高","22.26","33.58","16.48","2.04","0.78","28.5","27.3","21.1","43.1","低","23.99","1.41","0.93","0.69","1.4","過高"
"921",="2312","金寶","26.25","-0.2","-0.76","10","過高","14.12","19.78","11.31","1.75","0.43","32.7","27.3","26.2","45.8","近低","12.13","1.76","1.16","0.93","1.63","過高"
"922",="4994","傳奇","104","0","0","10","過高","66.27","92.97","45.88","2.03","1.1","60.1","27.4","41.6","84.3","破低","14.15","5.99","4.68","3.24","6.57","近高"
"923",="8222","寶一","40.8","-0.75","-1.81","10","過高","27.23","37.69","18.8","2.01","0.39","69.1","27.4","47.7","95.7","破低","12.4","3.07","2.2","1.52","3.04","過高"
"924",="3684","榮昌","46.6","+0.15","+0.32","10","低","44.7","57.74","36.74","1.57","3.04","14.7","27.4","12.1","19","過高","21.22","2.2","2.11","1.73","2.72","低"
"925",="2338","光罩","47.25","-0.45","-0.94","10","低","55.32","75.94","37.15","2.04","2.36","23.4","27.5","15.7","32.2","近高","19.05","1.99","2.9","1.95","3.99","近低"
"926",="3017","奇鋐","537","-12","-2.19","10","過高","195.2","273","101.7","2.69","7.39","26.4","27.5","13.8","37","高","36.28","7.81","5.38","2.8","7.53","過高"
"927",="5285","界霖","52","-0.6","-1.14","10","近低","70.56","93.82","51.09","1.84","3.1","22.7","27.5","16.5","30.2","近高","27.33","1.79","2.58","1.87","3.43","破低"
"928",="6183","關貿","93.6","-0.5","-0.53","10","過高","52.54","61.09","46.52","1.31","2.68","19.6","27.5","17.4","22.8","過高","15.99","5.17","3.29","2.91","3.82","過高"
"929",="4566","時碩工業","74.4","-0.9","-1.2","7","近高","56.62","82.29","44.13","1.86","3.24","17.5","27.6","13.6","25.4","過高","37.11","1.62","1.53","1.19","2.22","低"
"930",="8908","欣雄","48.25","+0.15","+0.31","10","近低","55.81","65.17","46.48","1.4","1.96","28.5","27.6","23.7","33.2","近低","13.7","3.66","4.07","3.39","4.75","近低"
"931",="5315","光聯","20.8","+0.1","+0.48","10","近高","18.51","23.42","14.95","1.57","1.52","12.2","27.7","9.83","15.4","過高","14.23","1.33","1.3","1.05","1.65","低"
"932",="3694","海華","69.8","+2.3","+3.41","10","過高","27.63","39.4","19.25","2.05","1.13","24.5","27.8","17.1","34.9","高","14.38","3.33","1.92","1.34","2.74","過高"
"933",="6683","雍智科技","425.5","+3.5","+0.83","6","過高","267.9","382.6","192.7","1.99","12.05","22.2","27.8","16","31.7","近高","66.95","4.87","4","2.88","5.72","近高"
"934",="1762","中化生","35.4","-0.7","-1.94","10","破低","50.1","67.17","37.35","1.8","3.94","12.7","28.1","9.48","17","過高","33.46","0.82","1.5","1.12","2.01","破低"
"935",="8043","蜜望實","31.75","-0.4","-1.24","10","低","28.94","41.49","22.37","1.85","1.42","20.4","28.1","15.7","29.2","近高","31.29","0.94","0.92","0.71","1.33","低"
"936",="6655","科定","135","0","0","7","過高","100.9","126.6","82.29","1.54","4.34","23.3","28.2","19","29.2","近高","28.55","4.6","3.54","2.88","4.44","過高"
"937",="8454","富邦媒","386.5","-3","-0.77","10","近低","614.8","986.3","383.3","2.57","14.01","43.9","28.2","27.4","70.4","近低","43.43","9.75","14.2","8.83","22.7","近低"
"938",="6021","美好證","24.4","+0.35","+1.46","10","過高","16.69","20.92","13.81","1.51","0.39","43.2","28.4","35.8","54.2","破低","16.23","0.97","1.03","0.85","1.29","近低"
"939",="6170","統振","58.5","-0.6","-1.02","10","過高","31.71","43.68","23.27","1.88","1.59","20","28.7","14.7","27.6","過高","15.13","3.16","2.1","1.54","2.89","過高"
"940",="3588","通嘉","65.4","-1.1","-1.65","10","低","65.62","103","40.59","2.54","2.06","31.8","28.7","19.7","50","低","28.41","2.24","2.31","1.43","3.63","低"
"941",="5525","順天","31.9","-0.15","-0.47","10","過高","25.17","30.17","20.86","1.45","1.62","15.5","28.7","12.9","18.6","過高","18.25","1.79","1.38","1.14","1.65","過高"
"942",="1101","台泥","35.1","-0.15","-0.43","10","近低","38.72","44.64","32.51","1.37","2.44","15.9","28.8","13.3","18.3","過高","31.63","1.1","1.22","1.03","1.41","近低"
"943",="3095","及成","47.2","0","0","10","過高","5.11","9.16","3.3","2.78","-0.67","-7.62","28.8","-4.92","-13.7","","1.63","5.05","3.14","2.03","5.63","近高"
"944",="2354","鴻準","76.3","-1.9","-2.43","10","近高","63.89","80.18","52.72","1.52","4.43","14.4","28.8","11.9","18.1","過高","76.11","0.98","0.84","0.69","1.05","近高"
"945",="3029","零壹","143","-4","-2.72","10","過高","50.53","74.91","37.61","1.99","3.92","12.9","28.8","9.6","19.1","過高","25.24","4.53","2","1.49","2.97","過高"
"946",="6606","建德工業","27.75","-0.1","-0.36","2","近低","26.72","36.2","23.17","1.56","1.59","16.8","28.9","14.5","22.7","過高","15.04","1.69","1.78","1.54","2.41","近低"
"947",="6118","建達","21.7","-0.4","-1.81","10","低","20.26","31.73","14.53","2.18","0.18","110","28.9","78.8","172","破低","11.16","1.84","1.82","1.3","2.84","低"
"948",="3310","佳穎","88","-0.5","-0.56","10","過高","52.44","67.96","39.37","1.73","2.45","21.4","28.9","16.1","27.7","過高","23.72","3.36","2.21","1.66","2.87","過高"
"949",="1593","祺驊","36.8","0","0","10","破低","60.25","79.96","46.04","1.74","3.7","16.3","29","12.4","21.6","過高","30.71","1.13","1.96","1.5","2.6","破低"
"950",="4563","百德","95.1","+0.6","+0.63","7","過高","47.64","75.29","35.22","2.14","-0.21","-232","29","-172","-367","","25.27","3.22","1.89","1.39","2.98","過高"
"951",="6213","聯茂","74.7","-2.7","-3.49","10","近低","94.55","130.1","66.9","1.94","5.5","17.2","29.2","12.2","23.7","過高","43.04","1.33","2.2","1.55","3.02","破低"
"952",="6449","鈺邦","141","-5","-3.42","10","過高","62.5","90.84","39.89","2.28","3.12","20","29.2","12.8","29.1","過高","26.92","3.31","2.32","1.48","3.37","近高"
"953",="3374","精材","180","-2","-1.1","10","過高","113.5","171.6","75.69","2.27","4.06","27.9","29.3","18.6","42.2","低","23.68","5.37","4.79","3.2","7.25","高"
"954",="2542","興富發","44.3","-0.55","-1.23","10","近低","45.14","53.57","38.38","1.4","3.29","13.7","29.3","11.7","16.3","過高","27.42","1.65","1.65","1.4","1.95","近低"
"955",="9946","三發地產","25.9","-0.1","-0.38","10","近高","18.29","26.06","12.96","2.01","1.18","15.4","29.4","11","22","過高","20.05","1.28","0.91","0.65","1.3","近高"
"956",="6968","萬達寵物","64","+0.4","+0.63","1","近低","71.72","86.7","59.1","1.47","1.95","36.9","29.5","30.4","44.6","破低","15.46","3.02","4.64","3.82","5.61","破低"
"957",="4148","全宇生技-KY","46.45","-0.35","-0.75","8","低","52.98","72.31","38.03","1.9","3.21","16.5","29.6","11.8","22.5","過高","33.33","1.14","1.59","1.14","2.17","破低"
"958",="4569","六方科-KY","178.5","-1.5","-0.83","2","高","124.1","259.5","86","3.02","7","17.7","29.6","12.3","37.1","高","84.37","1.98","1.47","1.02","3.08","低"
"959",="2308","台達電","402","+3","+0.75","10","過高","249.4","305.7","199.8","1.53","10.89","22.9","29.6","18.3","28.1","過高","66.6","4.54","3.74","3","4.59","近高"
"960",="4133","亞諾法","30.25","0","0","10","近低","39.72","64.65","29.4","2.2","0.77","51.7","29.7","38.2","84.1","破低","20.7","1.4","1.92","1.42","3.12","破低"
"961",="8011","台通","23.15","-0.45","-1.91","10","近高","19.45","27.21","15.36","1.77","-0.48","-40.3","29.7","-31.8","-56.4","","19.87","1.28","0.98","0.77","1.37","近高"
"962",="4164","承業醫","58","+1.7","+3.02","10","過高","45.58","55.62","35.56","1.56","2.16","21.1","29.7","16.4","25.7","過高","37.37","1.54","1.22","0.95","1.49","過高"
"963",="1470","大統新創","22.95","-0.35","-1.5","10","近高","19.43","24.12","16.84","1.43","0.58","33.3","29.8","28.9","41.3","近低","11.35","1.96","1.71","1.48","2.13","近高"
"964",="1611","中電","15.8","+0.05","+0.32","10","近高","13.65","18.33","11.15","1.64","0.48","28.7","29.8","23.4","38.5","低","12.87","1.17","1.06","0.87","1.42","近高"
"965",="4945","陞達科技","75.2","-2.8","-3.59","5","低","72.06","115","51.24","2.24","2.58","28","29.8","19.9","44.6","低","21.27","3.37","3.39","2.41","5.41","低"
"966",="2352","佳世達","36.45","+1.35","+3.85","10","近高","29.11","38.97","22.01","1.77","2.67","10.9","29.9","8.25","14.6","過高","18.31","1.95","1.59","1.2","2.13","近高"
"967",="3665","貿聯-KY","595","-33","-5.25","10","過高","273.9","398.2","198.6","2.01","15.72","17.4","29.9","12.6","25.3","過高","112.3","3.28","2.44","1.77","3.55","近高"
"968",="6154","順發","16.15","+0.15","+0.94","10","近低","15.99","18.48","14.13","1.31","0.96","16.6","29.9","14.7","19.2","過高","15.81","1.03","1.01","0.89","1.17","近低"
"969",="2527","宏璟","36.8","-0.4","-1.08","10","過高","26.3","35.26","20.15","1.75","2.32","11.3","29.9","8.68","15.2","過高","34","0.8","0.77","0.59","1.04","低"
"970",="6205","詮欣","74.2","-0.8","-1.07","10","過高","53.96","73.41","40.59","1.81","2.46","21.9","29.9","16.5","29.8","過高","27.03","2.34","2","1.5","2.72","近高"
"971",="3050","鈺德","17.15","-0.2","-1.15","10","近高","14.99","20.25","12.08","1.68","0.68","22.1","30.1","17.8","29.9","過高","15.78","1.04","0.95","0.77","1.28","近高"
"972",="8462","柏文","112","-1","-0.88","9","破低","141.8","178","112.2","1.59","2.91","48.8","30.1","38.6","61.3","破低","24.07","4.73","5.89","4.66","7.39","近低"
"973",="1783","和康生","52.7","+1.9","+3.74","10","近高","39.51","53.72","29.76","1.81","1.09","36.1","30.1","27.2","49.1","近低","13.7","3.52","2.88","2.17","3.92","近高"
"974",="3114","好德","25.35","-0.3","-1.17","10","近低","25.7","33.63","21.39","1.57","2.18","11.8","30.2","9.83","15.4","過高","20.62","1.07","1.25","1.04","1.63","近低"
"975",="7712","博盛半導體","212","-9.5","-4.29","1","近低","212.4","224","201","1.11","7.27","29.2","30.3","27.7","30.8","近高","35.37","5.2","6","5.68","6.33","破低"
"976",="3390","旭軟","28.25","-0.55","-1.91","10","近高","21.54","30.31","17.21","1.76","0.32","66.6","30.4","53.2","93.7","破低","17.21","1.58","1.25","1","1.76","近高"
"977",="2030","彰源","18.9","+0.15","+0.8","10","低","18.65","26.47","14.03","1.89","1.61","11.6","30.5","8.72","16.4","過高","15.64","1.06","1.19","0.9","1.69","近低"
"978",="1722","台肥","53.6","-0.2","-0.37","10","近低","55.47","65.93","46.65","1.41","2.65","21","30.6","17.6","24.9","過高","53.25","0.96","1.04","0.88","1.24","近低"
"979",="4438","廣越","108","+0.5","+0.47","9","近低","122.5","143.1","102.9","1.39","7.75","15.8","30.7","13.3","18.5","過高","69.09","1.39","1.77","1.49","2.07","破低"
"980",="6791","虎門科技","136","-5.5","-3.89","3","近高","86.98","145","62.51","2.32","3.68","23.6","30.7","17","39.4","高","20.44","6.15","4.26","3.06","7.1","近高"
"981",="2059","川湖","1990","-60","-2.93","10","過高","579","778.2","420.6","1.85","31.01","18.7","30.8","13.6","25.1","過高","150.1","8.91","3.86","2.8","5.19","過高"
"982",="3128","昇銳","30.05","-0.8","-2.59","10","近高","22.72","33.47","17.61","1.9","0.78","29.3","31","22.7","43.1","低","14.16","1.97","1.6","1.24","2.36","近高"
"983",="5386","青雲","76.3","-1.8","-2.3","10","近高","50.24","83.23","33.33","2.5","1.91","26.4","31","17.5","43.7","高","16.54","4.29","3.04","2.02","5.03","近高"
"984",="2505","國揚","21.75","0","0","10","近高","19.31","25.5","15.37","1.66","1.4","13.8","31.1","11","18.2","過高","18.56","0.81","1.04","0.83","1.37","破低"
"985",="5474","聰泰","199.5","-5.5","-2.68","10","過高","114.6","189.6","70.93","2.67","8.46","13.5","31.1","8.39","22.4","過高","38.06","4.25","3.01","1.86","4.98","近高"
"986",="2360","致茂","339.5","-2.5","-0.73","10","過高","194.4","264.5","137.5","1.92","7.87","24.7","31.1","17.5","33.6","近高","41.29","6.19","4.71","3.33","6.41","近高"
"987",="6720","久昌","174","-2.5","-1.42","1","近高","157.7","179","143","1.25","1.21","131","31.2","118","148","破低","13.44","9.6","11.7","10.6","13.3","破低"
"988",="5230","雷笛克光學","26.55","-0.55","-2.03","10","近低","29.57","38.8","23.8","1.63","0.91","32.6","31.2","26.2","42.7","近低","25.28","1.06","1.17","0.94","1.54","近低"
"989",="3105","穩懋","111","-3.5","-3.06","10","破低","206.6","297.5","134","2.22","7.42","27.9","31.3","18.1","40.1","高","69.73","1.27","2.96","1.92","4.27","破低"
"990",="6829","千附精密","127","-4","-3.05","3","近高","107.1","141.2","76.45","1.85","4.38","24.5","31.3","17.5","32.3","近高","29.98","3.98","3.57","2.55","4.71","近高"
"991",="6432","今展科","29.15","-0.3","-1.02","10","近低","33","42.59","25.79","1.65","2.09","15.8","31.3","12.4","20.4","過高","24.44","1.08","1.35","1.06","1.74","近低"
"992",="1259","安心","64.3","0","0","10","破低","72.22","81.04","65.38","1.24","4.06","17.8","31.4","16.1","19.9","過高","64.24","0.84","1.12","1.02","1.26","破低"
"993",="3285","微端","26.05","-0.4","-1.51","10","近高","21.98","29.45","18.13","1.62","0.47","46.5","31.4","38.3","62.3","破低","13.85","1.87","1.59","1.31","2.13","近高"
"994",="1907","永豐餘","29.9","-0.45","-1.48","10","近高","23.98","31.68","18.87","1.68","1.59","15.1","31.5","11.9","19.9","過高","27.97","0.74","0.86","0.67","1.13","近低"
"995",="6806","森崴能源","114","+0.5","+0.44","4","低","111.2","155.3","84.63","1.83","2.41","46.2","31.6","35.1","64.5","破低","46.54","2.09","2.39","1.82","3.34","近低"
"996",="1231","聯華食","141","-10.5","-6.93","10","過高","71.33","87.27","57.65","1.51","3.58","19.9","31.6","16.1","24.4","過高","21.96","6.26","3.25","2.62","3.97","過高"
"997",="8045","達運光電","138.5","-8","-5.46","1","過高","70.01","81.1","60.7","1.34","1.38","50.8","31.6","44.1","58.9","破低","14.26","8.81","4.91","4.26","5.69","過高"
"998",="8072","陞泰","25.4","0","0","10","近低","25.37","32.27","22.07","1.46","0.34","75.6","31.8","65.8","96.2","破低","27.97","0.9","0.91","0.79","1.15","近低"
"999",="5201","凱衛","34","+0.15","+0.44","10","近高","28.71","38.56","23.64","1.63","1.51","19.1","31.8","15.7","25.6","過高","12.45","2.58","2.31","1.9","3.1","近高"
"1000",="6890","來億-KY","440","+7.5","+1.73","1","過高","349.8","435.5","142","3.07","7.09","49.3","31.8","20","61.4","低","80.66","4.75","4.34","1.76","5.4","近高"
"1001",="6416","瑞祺電通","130.5","+9","+7.41","7","近高","108.6","147.6","85.19","1.73","4.86","22.4","31.8","17.5","30.4","過高","39.35","2.76","2.76","2.17","3.75","低"
"1002",="6234","高僑","26.45","-0.55","-2.04","10","近高","24.03","31.46","18.74","1.68","1.33","18.1","31.9","14.1","23.6","過高","26.2","0.95","0.92","0.72","1.2","低"
"1003",="8099","大世科","75.9","-1.2","-1.56","10","過高","40.81","57.75","29.24","1.98","1.78","22.9","31.9","16.4","32.4","近高","15.61","4.68","2.61","1.87","3.7","過高"
"1004",="6470","宇智","53.6","-0.4","-0.74","10","低","53.17","70.82","40.7","1.74","4.27","12.5","31.9","9.53","16.6","過高","23.27","1.89","2.28","1.75","3.04","近低"
"1005",="3583","辛耘","341.5","-14.5","-4.07","10","過高","134.8","201.3","80.12","2.51","5.36","25.1","31.9","14.9","37.5","近高","37.67","5.81","3.58","2.13","5.35","過高"
"1006",="8121","越峰","25.9","-0.15","-0.58","10","低","24.7","39.13","16.88","2.32","-0.41","-59.6","32","-40.8","-94.5","","7.84","2.67","3.15","2.15","4.99","低"
"1007",="7556","意德士","168","-3.5","-2.04","5","過高","119.2","155.7","100.7","1.55","4.93","24.2","32","20.4","31.6","過高","37.56","4.12","3.17","2.68","4.14","近高"
"1008",="3015","全漢","67.7","-0.8","-1.17","10","過高","38.93","48.43","31.17","1.55","2.65","14.7","32.1","11.8","18.3","過高","59.43","0.79","0.65","0.52","0.81","近高"
"1009",="5425","台半","53","-2","-3.64","10","近低","66.66","90.82","48.12","1.89","3.57","18.7","32.1","13.5","25.4","過高","27.39","1.71","2.43","1.76","3.32","破低"
"1010",="3169","亞信","110","0","0","10","高","98.95","156.6","62.45","2.51","3.99","24.8","32.2","15.6","39.2","近高","24.01","3.91","4.12","2.6","6.52","低"
"1011",="8162","微矽電子-創","39.1","-0.55","-1.39","1","近低","38.52","48.55","33.75","1.44","1.68","22.9","32.3","20.1","28.9","過高","19.47","1.91","1.98","1.73","2.49","近低"
"1012",="9906","欣巴巴","113.5","-1","-0.87","10","過高","51.45","84.94","33.36","2.55","2.33","22.1","32.3","14.3","36.5","近高","12.86","6.23","4","2.59","6.6","近高"
"1013",="6603","富強鑫","17.5","+0.05","+0.29","10","近高","15.02","19.07","12.63","1.51","0.54","27.6","32.4","23.2","35.1","近高","14.42","1.17","1.04","0.88","1.32","近高"
"1014",="4160","訊聯基因","71","+0.1","+0.14","10","過高","37.67","59.99","26.22","2.29","0.45","82.8","32.4","57.7","132","破低","14.1","3.3","2.67","1.86","4.26","高"
"1015",="3324","雙鴻","689","-6","-0.86","10","過高","269.3","388.2","146.3","2.65","13.44","20","32.5","10.9","28.9","過高","62.32","6.94","4.32","2.35","6.23","過高"
"1016",="3164","景岳","20.3","-0.1","-0.49","10","破低","24.18","28.91","20.49","1.41","0.43","56.3","32.7","47.7","67.3","破低","15.65","1.3","1.54","1.31","1.85","破低"
"1017",="8473","山林水","37.75","-0.75","-1.95","9","近低","40.46","50.21","32.94","1.52","1.11","36.5","32.8","29.8","45.3","近低","39.64","1","1.02","0.83","1.27","低"
"1018",="6469","大樹","171","-5","-2.84","9","近低","241.4","330.4","169.7","1.95","5.53","43.6","32.9","30.7","59.7","近低","28.08","6.68","8.6","6.04","11.8","近低"
"1019",="6561","是方","454.5","+1.5","+0.33","7","過高","330.2","410","261.1","1.57","10.41","31.7","32.9","25.1","39.4","近高","43.02","9.09","7.67","6.07","9.53","近高"
"1020",="6804","明係","29.7","-0.8","-2.62","3","破低","50.47","65","39.25","1.66","3.2","15.8","33","12.3","20.3","過高","34.2","0.78","1.48","1.15","1.9","破低"
"1021",="6224","聚鼎","57.8","-0.8","-1.37","10","近低","72.59","101.1","55.29","1.83","3.65","19.9","33","15.1","27.7","過高","29","2.17","2.5","1.91","3.49","近低"
"1022",="6953","家碩","216","-1.5","-0.69","1","近低","259.2","338","209","1.62","9.22","28.1","33.3","22.7","36.6","近高","26.14","4.31","9.91","8","12.9","破低"
"1023",="2756","聯發國際","78","0","0","3","近低","98.12","140.9","75.56","1.86","6.01","16.3","33.6","12.6","23.4","過高","22.44","3.57","4.37","3.37","6.28","近低"
"1024",="6952","大武山","49.15","+0.05","+0.1","1","近低","49.42","56.6","42.5","1.33","1.6","30.8","33.7","26.5","35.3","近高","23.1","1.95","2.14","1.84","2.45","近低"
"1025",="6679","鈺太","300","-9.5","-3.07","6","低","317.4","455.4","211.9","2.15","8.29","38.3","33.9","25.6","54.9","低","72.81","3.06","4.36","2.91","6.25","近低"
"1026",="2108","南帝","33.95","-0.1","-0.29","10","近低","45.46","70.02","32.14","2.18","4.72","9.62","34","6.8","14.8","過高","23.81","1.16","1.91","1.35","2.94","破低"
"1027",="1503","士電","188","-3.5","-1.83","10","過高","90.33","129.2","58.06","2.23","3.37","26.8","34","17.2","38.3","近高","50.29","2.56","1.8","1.15","2.57","近高"
"1028",="4972","湯石照明","24.95","-0.35","-1.38","10","破低","30.3","34.74","26.94","1.29","1.56","19.4","34.2","17.3","22.3","過高","28.95","0.89","1.05","0.93","1.2","破低"
"1029",="2906","高林","17.5","-0.05","-0.28","10","近高","15.55","19.78","12.88","1.54","0.41","38","34.3","31.5","48.3","近低","14.61","1.05","1.06","0.88","1.35","近低"
"1030",="1233","天仁","30.2","+0.15","+0.5","10","破低","35.33","38.31","32.08","1.19","1.17","30.1","34.3","27.3","32.6","過高","16.6","1.94","2.13","1.93","2.31","近低"
"1031",="3293","鈊象","982","+13","+1.34","10","過高","637","916.7","414.9","2.21","38.18","16.7","34.3","10.9","24","過高","80.25","20.2","7.94","5.17","11.4","過高"
"1032",="1514","亞力","113","-1","-0.88","10","過高","45.77","69.29","29.9","2.32","1.76","26.1","34.3","17","39.5","近高","15.81","5.46","2.9","1.89","4.38","過高"
"1033",="6763","綠界科技*","69.5","-1.7","-2.39","3","破低","390.4","615.5","202.4","3.04","19.62","19.9","34.4","10.3","31.4","過高","107.6","4.48","3.63","1.88","5.72","高"
"1034",="6409","旭隼","1645","-35","-2.08","10","過高","1240","1618","944.4","1.71","31.62","39.2","34.6","29.9","51.2","近低","72.02","16.4","17.2","13.1","22.5","低"
"1035",="9914","美利達","169.5","-3.5","-2.02","10","近低","204.8","263.5","148.4","1.77","9.4","21.8","34.7","15.8","28","過高","55.52","2.36","3.69","2.67","4.75","破低"
"1036",="4167","松瑞藥","19.8","-0.85","-4.12","10","近低","22.36","30.96","17.25","1.8","-0.09","-262","34.7","-202","-363","","9.82","1.81","2.28","1.76","3.15","近低"
"1037",="6187","萬潤","385","-8","-2.04","10","過高","128.4","209.4","69.6","3.01","6.01","21.4","34.8","11.6","34.9","近高","34.78","6.16","3.69","2","6.02","過高"
"1038",="6531","愛普*","313","-2.5","-0.79","9","低","304.2","489.1","169.6","2.88","7.68","39.6","35.1","22.1","63.7","低","48.52","4.46","6.27","3.5","10.1","低"
"1039",="6640","均華","514","+1","+0.19","7","過高","208.8","363.2","84.46","4.3","6.31","33.1","35.2","13.4","57.6","低","42","8.59","4.97","2.01","8.65","近高"
"1040",="3037","欣興","118","-7.5","-5.98","10","低","112.8","161.6","76.35","2.12","6.62","17","35.3","11.5","24.4","過高","46.08","1.93","2.45","1.66","3.51","近低"
"1041",="4401","東隆興","20.9","+0.05","+0.24","10","破低","37.85","48.86","28.82","1.7","1.87","20.3","35.4","15.5","26.2","過高","21.6","0.97","1.75","1.33","2.26","破低"
"1042",="6136","富爾特","24.85","-0.9","-3.5","10","過高","20.25","23.15","18.15","1.28","1.03","19.7","35.5","17.7","22.6","過高","25.96","0.79","0.78","0.7","0.89","近低"
"1043",="8069","元太","275.5","-3.5","-1.25","10","過高","126.5","172.2","91.27","1.89","5.31","23.8","35.5","17.2","32.5","過高","35.22","5.54","3.59","2.59","4.89","過高"
"1044",="6792","詠業","67.9","+0.3","+0.44","4","破低","97.18","133.3","73.51","1.81","4.95","19.6","35.5","14.8","26.9","過高","35.43","2.01","2.74","2.07","3.76","破低"
"1045",="8114","振樺電","301.5","-8.5","-2.74","10","過高","124.8","187.1","94.52","1.98","6.98","17.9","36.1","13.5","26.8","過高","40.45","5.73","3.09","2.34","4.63","過高"
"1046",="8423","保綠-KY","20.6","-0.15","-0.72","10","近低","20.32","25.23","17.81","1.42","1.08","18.8","36.1","16.5","23.3","過高","14.79","1.38","1.37","1.2","1.71","近低"
"1047",="2484","希華","26.75","-0.05","-0.19","10","低","28.09","34.74","22.1","1.57","1.91","14.7","36.1","11.6","18.2","過高","22.57","1.15","1.24","0.98","1.54","近低"
"1048",="8482","商億-KY","107.5","-5.5","-4.87","7","過高","80.99","99.91","71.56","1.4","7.03","11.5","36.2","10.2","14.2","過高","30.37","3.32","2.67","2.36","3.29","過高"
"1049",="3545","敦泰","80.4","-0.4","-0.5","10","低","73.64","118.7","45.99","2.58","2.51","29.3","36.2","18.3","47.3","高","41.2","1.79","1.79","1.12","2.88","低"
"1050",="2908","特力","20.65","+0.2","+0.98","10","近低","21.63","23.8","19.66","1.21","1.03","21.1","36.2","19.1","23.2","過高","13.75","1.5","1.57","1.43","1.73","近低"
